dataResourceName,merit/biocollect,digi_vol,citizen_science,non_cs,Scientific,Commercial,Government,Indigenous,Mixed source dataset,"Collection managed (Museum, Herbarium...) ?",Data in Biocache,International,NRM,Data Biocache,CS type
"Northern Australian Marine Invertebrate Catalogue, Australia (2009-2012)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,22878,NA
"Northern Barrier Marine Life of the Great Barrier Reef, Australia",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,869,NA
Northern Coastal Zone Preservation and Remediation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Corroboree Frog Outdoor Enclosures,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Gulf Fauna Survey,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,53744,NA
Northern Gulf Resource Management Group Fauna Survey,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Metropolitan Carnaby's Black Cockatoo Conservation Project - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Metropolitan Carnaby's Black Cockatoo Conservation Project - Stage 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Rivers - Fire For Healthy Habitats - Workshops and Forum,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Rivers Koala Habitat Restoration Project,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Northern Slopes NSW - Facilitating Succession Planning and Equipping for Change,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Northern Territory Economic Insect Collection provider for APPD,N,N,N,N,N,N,Y,N,N,Y,N,N,N,0,NA
Northern Territory Museum and Art Gallery provider for OZCAM,N,N,N,N,N,N,N,N,N,Y,Y,N,N,229051,NA
Northern Territory Plant Pathology Herbarium provider for APPD,N,N,N,N,N,N,Y,N,N,Y,N,N,N,0,NA
Northern Territory Seabird colonies,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,287,NA
Northern Territory WildWatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,2237,NA
Notes From Nature Transcription Challenge,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
NRCMA Integrated Sustainable Environment Program,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
NRM Community – Aboriginal,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
NSW AVH data,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,NA
NSW AVH feed,N,N,N,N,N,N,N,N,N,Y,Y,N,N,771769,NA
NSW BioNet Atlas,N,N,N,N,N,N,N,N,Y,N,Y,N,N,12418838,NA
NSW Bird Atlassers - Field Data,N,N,N,N,N,N,N,N,Y,N,Y,N,N,432,NA
NSW DPI Biosecurity Collections,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,NA
NSW Flora Online Images,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,NA
NSW herbarium collection,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,NA
NSW Insect Collection provider for APPD,N,N,N,N,N,N,Y,N,N,Y,N,N,N,0,NA
NSW Plant Pathology Herbarium provider for APPD,N,N,N,N,N,N,Y,N,N,Y,N,N,N,0,NA
NSW South Coast & ACT plants,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,9489,"unassisted cs, personal obs"
NSW Waterwatch,N,N,Y,N,N,N,N,N,N,N,Y,N,N,30317,structured CS
"NSW/QLD – Strategic, Co-ordinated, Cross-Border Pest Animal Control Management",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"NT Alligator Rivers Region Aerial Survey Raw Bird Count, Northern Territory, Australia (1981 - 1984)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,30835,NA
"NT Alligator Rivers Region Billabongs Bird Count, Northern Territory, Australia (1981-1984)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,1855,NA
"NT Alligator Rivers Region Bird Ground Count, Northern Territory, Australia (1981-1983)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,1536,NA
NT Field Naturalists Club Inc.,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
"NT Waterbird Colonies Species, Northern Territory, Australia (1990-1990)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,20944,NA
Nudibranchs of the Sunshine Coast Australia,N,N,Y,N,N,N,N,N,N,N,Y,N,N,2130,"unassisted cs, personal obs"
Nullarbor SHNW Data for ALA.csv,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Nullawil Landcare Group's Community Action to Protect Buloke Woodlands,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Nursery - Skuthorpe - Plant Propagation: Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Nursery - Skuthorpe - Plant Propagation: Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Nyangumarta - Protecting Assets Around Ramsar 80 Mile Beach,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
Nyangumarta IPA - Preserving and Sharing Indigenous Ecological Knowledge,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
"Nyul Nyul Women Rangers G4/P1 - Beagle Bay Community, WA",N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
Nyul Nyul Women's Healthy Country Team,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
NZAC Native Bees – Part 1,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,96,NA
Observations of seabirds in Macquarie Island waters (1999),N,N,N,Y,N,N,Y,N,N,N,Y,N,N,167,NA
"Occurrence and distribution of marine wildlife in the Bremer Bay region, Western Australia, Australia (2017)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,120,NA
Ocean Shores remnant wetland revegetation and protection,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Ocean View Headland Access and Environmental Rehabilitation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Oceanic Shoals Commonwealth Marine Reserve - Pelagic baited camera surveys (stereo-BRUVS), Australia (2012)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,375,NA
Oklahoma Invasive Plant Council,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Old Northern Road Park Bushland Regeneration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
OldWeather,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Olive Pink Botanic Garden Rejuvenation and Species Protection Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Olive Pink Botanic Garden Rejuvenation and Species Protection Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Olkola,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ongoing habitat restoration and monitoring on Maatsuyker Island WHA,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Online Photographic Guide to Marine Invertebrates of Southern Australia,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Onslow Utilities Infrastructure Upgrade Project Targeted Flora Survey,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
OPAL Climate Survey,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Open Insulin Project,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Open Street Map,N,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Operation Yallah Woodland _ Protection of the endangered woodland at Yallah TAFE,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Options for improving biodiversity in the paddock in the Yarra Yarra catchment,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Orange Wetland Enhancement and Endangered Ecological Community Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Orca observations from the shores of Macquarie Island,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,248,NA
Orca Project,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
"Organism occurrence records identified from underwater still imagery collected around Lord Howe Island and Balls Pyramid, southwest Pacific Ocean",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,3190,NA
Ornithological Diaries of William Brewster (1870),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Field Diaries of A. Graham Brown - Diary #1,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Field Diaries of A. Graham Brown - Diary #2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Field Diaries of A. Graham Brown - Diary #3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Field Diaries of A. Graham Brown - Diary #4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Field Diaries of A. Graham Brown - Diary #5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1893),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1894),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1895),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1896),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1897),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1898),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1899),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1900:Jan-May),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1900:Jun-Dec),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Journals of William Brewster (1901),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Ornithological Sightings Records of A. Graham Brown #1,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
OSF SciNet,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Over-arching administration and MERI - Sustainable Environment,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
OWAD Environment detection dogs Koala records,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1374,NA
Owlet Moths of Hawai'i (Noctuidae) I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,578,NA
Owlet Moths of Hawai'i (Noctuidae) II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,476,NA
Owlet Moths of Hawai'i (Noctuidae) III,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,416,NA
Owlet Moths of Hawai'i (Noctuidae) IV,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,495,NA
Oxley Creek Riparian Connectivity Phase 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Oxley Creek Riparian Connectivity Phase 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
OZ Animals,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
OzLyme,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Pademelon survey,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
PaDIL,N,N,N,N,N,N,N,N,N,Y,Y,N,N,11505,NA
PaDIL Bee records,N,N,N,N,N,N,N,N,N,Y,Y,N,N,52055,NA
Panboola BioBlitz 2014,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Panboola Wetlands Bird Surveys,N,N,Y,N,N,N,N,N,N,N,Y,N,N,4256,structured CS
Panboola Wetlands Mammals Survey,N,N,Y,N,N,N,N,N,N,N,Y,N,N,84,structured CS
"Papers of Alfred Deakin, Travel diary from America 1885",N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Para Woodlands Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Para Woodlands Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Parasitic Encyrtidae Wasps of Hawai'i I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,525,NA
Parasitic Encyrtidae Wasps of Hawai'i II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,479,NA
Parks Victoria - Threatened species recovery South East Melbourne District,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Parks Victoria Melbourne Water Partnership - Yarra Valley Habitat Restoration 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Parks Victoria Melbourne Water Partnership - Yarra Valley Habitat Restoration 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Parks Victoria Melbourne Water Partnership Maribyrnong Valley Restoration 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Parks Victoria Melbourne Water Partnership Maribyrnong Valley Restoration 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Partnering for Success: managing threats for increased conservation across the QMDC,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Partnering on the Surf Coast in Restoring Coastal Corridors,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Partnering to Restore ACT Region Ecosystems - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Partnering to Restore ACT Region Ecosystems - Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Partnering to Restore ACT Region Ecosystems - Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Passive eDNA collection enhances aquatic biodiversity analysis,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,3983,NA
Paten Park Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Paterson's curse and Viper's bugloss biocontrol,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,1410,NA
Patterns of abundance and size of dictyoceratid sponges among neighbouring islands in central Torres Strait (CRC-TS Project: Task Number T1.6a) 2005,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,3308,NA
Patterns of population genetic structure among Australian and South Pacific humpback whales 2007/11,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,497,NA
PCYC Natural Bridge Gondwana Youth Rainforest Rescue 1,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PCYC Natural Bridge Gondwana Youth Rainforest Rescue 2,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PCYC Natural Bridge Gondwana Youth Rainforest Rescue 3,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Pearces Paddock at Bundaleer Reservoir - Eroded Hilltop Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Peel River Catchment Native Vegetation Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Peel River Catchment Native Vegetation Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Peel River Catchment Native Vegetation Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Peel River Catchment Native Vegetation Project 4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Peel Rivers and Palusplain Linkages: Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pelagic Fish Observations 1968-1999,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,54059,NA
Pelican Island - Restoration of Wading Bird Habitat and Littoral Rainforest,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pending deletion,N,N,N,N,N,N,N,N,N,N,N,NA,NA,0,NA
PenguinWatch,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Peninsula Field Naturalists Club,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Peniup Biodiverse Restoration across Gondwana Link Fitz-Stirlng Corridor,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
People and Parks / South Australian Murray-Darling Basin / Encouraging use of and community work in Parks,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
People Working Together in the Peel-Harvey Catchment - Stage 1,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
People Working Together in the Peel-Harvey Catchment Stage 3,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PERTH AVH data,N,N,N,N,N,N,N,N,N,Y,Y,N,N,812370,NA
Perth Metropolitan Wetland Conservation and Heritage Ramsar Programme - Phase 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Perth Stadium Project, Burswood.",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Perup Region: Study of Sustainable Termite Harvesting to Support Numbat Recovery,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Petridish,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
"Petrie Creek, Rosemount (SE Qld) - Community and Landowners Revegetation Project",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Phase 1: Nillumbik's Creek Connections,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Phase 1: Warrandyte to Kinglake Habitat Corridor Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Phenology Data Collection,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Phillip Island Rural and Urban Communities - Caring for the Island Environment,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Phytoplankton and zooplankton abundance off New South Wales (~30°S, 153°E), Australia in 2011/2012",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,44372,NA
"Phytoplankton and zooplankton abundance off New South Wales (~30°S, 153°E), Australia in 2011/2012",N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Phytoplankton samples - 2001/02 V3 CLIVAR,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,337,NA
Phytoplankton samples - 2001/02 V7 LOSS,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,195,NA
Phytoplankton samples - 2005/06 V3 BROKE-West,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,708,NA
Phytoplankton samples - 2006/07 V3 SAZ-Sense,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,234,NA
"Phytoplankton sampling in the coastal waters of south eastern Tasmania, Australia (2009-2015)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,2885,NA
Pied Imperial Pigeon NestCam Series 03,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Pied Imperial Pigeon NestCam Series 04,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Pied Imperial Pigeon NestCam Series 07,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Pika Monitoring,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"Pilbara Marine Conservation Partnership BRUVS data, Australia (2014 - 2015)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,59167,NA
Pilbara Pastoral Region - Protecting Against the Weed Invasion,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pinao'ula: Dragonflies & damselflies of Hawai'i,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,606,NA
Pine Mountain Reserve - Millmerran Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pittwater CEC Citizen Science Program,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Placing Moreton Bay's Reefs on the Map,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Planet Mappers: Mercury Edition,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"Planning, coordination, and communications to build regional NRM skills, knowledge, capacity and deliver on-ground resource condition and management changes",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Plant Census at Smithsonian's Global Change Research Wetland,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Plant pests of the Australasian-Pacific region: Scale insects,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,193,NA
Plant propagation and revegetation of the Fitzroy River floodplain,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
PlantBank Records,N,N,N,N,N,N,N,N,N,Y,Y,N,N,10609,NA
Plants of Papua New Guinea,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Plants of Scotia Sanctuary,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,2152,NA
Plants Of The Green Line - Woolsthorpe Section,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,102,NA
platypusSPOT,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PlatypusWatch,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PlatypusWatch - Gold Coast,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
PlatypusWatch - Queensland,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Plume moths - ANIC,N,N,N,N,N,N,N,N,N,Y,Y,N,N,1357,NA
Point Cook Coastal Park & Cheetham Wetlands Habitat & Landscape Enhancement,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Point Piquet Whale Lookout,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pollinator Link® Solitary Native Bees in Brisbane Parks,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Polychaetes of Northern Australia (species identifications) Australia (2009-2012),N,N,N,Y,Y,N,N,N,N,N,Y,N,N,88538,NA
PopClock,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Porcupine Ray Hunt Data,N,N,Y,N,N,N,N,N,N,N,Y,N,N,29,structured CS
Port Adelaide Enfield Bird Count,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Port Adelaide Enfield Flora & Fauna Monitoring,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,4608,NA
Port Neill - Coastal Rehabilitation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Port Phillip Bay Environmental Study Data 1992-1996 - benthic records,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,23449,NA
Port Phillip Bay Environmental Study Data 1992-1996 - infauna records,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,9957,NA
Port Phillip Bay Environmental Study Data 1992-1996 - trawl records,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,4841,NA
Port Phillip Marine Life,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,908,NA
Powerful Owl (single animal) observations in 2007,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Precision Decisions - Expo's to Build Capacity of Innovative Technologies,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Predator free Victorian Volcanic Plains habitat for the Eastern Barred Bandicoot,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Preliminary Environmental Impact Assessment and Biological Survey,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Preliminary Vegetation Assessment – Whiteman Park Sand Extraction,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Presence of Disease in the Penguins and Skuas of Macquarie Island 2006,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,475,NA
Preservation of Australia's Arid Zone Environments: Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Preserving our environment and history along the Gippsland Plains Rail Trail,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Preserving our environment and history along the Gippsland Plains Rail Trail,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Pre-translocation studies for the Endangered Mallee Emu-wren.,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Preventing the spread of tilapia to southern GBR catchments,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Priority Corridor and Regional Vegetation Community Restoration and Conservation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Profiles: Bryophytes of Australia,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Profiles: Flowering Plants of Queensland,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Profiles: Kamilaroi traditional science plant and animal encyclopedia,N,N,N,N,N,N,N,Y,N,N,N,NA,NA,0,NA
Profiles: Noongar Boodjar Plants and Animals,N,N,N,N,N,N,N,Y,N,N,N,NA,NA,0,NA
Profiles: SE Arnhem Land plants and animals,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Profiles: Warriyangga Plants and Animals,N,N,N,N,N,N,N,Y,N,N,N,NA,NA,0,NA
Profiles: WEEDS AUSTRALIA,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Progressing a coordinated national research framework to conserve the Australian snubfin dolphin and the newly described Australian humpback dolphin and other tropical inshore dolphins.,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Project BudBurst,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Project Calliope,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Project Manta - The Manta Rays of Eastern Australia,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Project: Spectacle Point Whale Observation Platform,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Promoting Native Bee Health and Pollination Services on Diversified Organic Produce Farms,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Proposed Murdoch University Sports Precinct and Aquatic Centre: Level 1 Flora and Vegetation Survey,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Prosea,N,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Prospect Nature Reserve,N,N,N,Y,N,N,Y,N,N,N,N,N,N,0,NA
Protect and enhance heritage and environment on the Great Ocean Road,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect and Enhance Threatened Species and Communities Along Moonee Ponds Creek: Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect and restore wetlands in Federation Walk Coastal Reserve,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Northern Wet Tropics #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Northern Wet Tropics #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Northern Wet Tropics #3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Northern Wet Tropics #4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Southern Wet Tropics #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Southern Wet Tropics #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Southern Wet Tropics #3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protect the Reef by Improved Water Quality in the Southern Wet Tropics #4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and Connecting the Community to Victoria's Castlemaine Gold Heritage,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Protecting and Conserving Ramsar Wetlands, Fivebough and Tuckerbil Project",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Protecting and Enhancing Biodiverse Islands, Peninsulas and Rainforests, Wunamba",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and Enhancing Coastal Values from Lorne to Anglesea,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and promoting Heritage at Woolmers and Brickendon Estate,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and reintroducing threatened species at Mallee Refuge Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and restoring Bass Coast waterways and vital remnant vegetation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and restoring large landscape linkages in the Nightcap Range Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and restoring large landscape linkages in the Nightcap Range Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Protecting and restoring large landscape linkages in the Nightcap Range Stage 4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
