recordID,scientificName,taxonConceptID,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,dataResourceName,multimedia,media_id,videos,sounds,vernacularName,genus,species,subspecies,cl22,cl10923,cl1048,cl966,cl21,firstLoadedDate,basisOfRecord,match,search_term,correct_name,provided_name,common_name,state,lga,shape,list_name,cw_state,shape_feature,creator,license,mimetype,width,height,image_url,download_path,date_sent
b477a731-306b-4197-a0a3-96dc6ebff20e,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-23.369249,150.538214,2023-08-26T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,ROCKHAMPTON REGIONAL,Brigalow Belt North,NA,NA,2023-09-05 05:39:58.753,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
f6538f8e-65ae-474f-8df5-503ad16124d1,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-23.327203,150.498178,2023-08-26T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,ROCKHAMPTON REGIONAL,Brigalow Belt North,NA,NA,2023-09-05 05:39:58.753,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
a986ae8a-822c-4f2d-b895-98869db402ab,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-27.406998,152.979956,2023-08-27T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,BRISBANE CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.749,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
fb4f6bfc-311b-4f3d-9705-7b9170167a56,Technomyrmex,https://biodiversity.org.au/afd/taxa/7165bb26-6208-4fdd-90e2-21ce2c52cd8a,-26.472539,152.945146,2023-08-28T22:59:00Z,PRESENT,iNaturalist Australia,Image,b61570e0-2b9f-4c76-856a-118a43853c5e,NA,NA,NA,Technomyrmex,NA,NA,Queensland,SUNSHINE COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-18 00:20:23.213,HUMAN_OBSERVATION,genus,Technomyrmex,Technomyrmex,Technomyrmex species ?(excluding Te. difficilis and Te. vitensis),[Common Name Unknown],AUS,NA,NA,QLD_InvasiveAnts,QLD,NA,Bruce Cathie,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1367,https://images.ala.org.au/image/b61570e0-2b9f-4c76-856a-118a43853c5e/thumbnail,./cache/species_images/b61570e0-2b9f-4c76-856a-118a43853c5e.jpg,2023-09-20
4731f638-888f-45a4-80f2-96e311eeaa8d,Gambusia holbrooki,https://biodiversity.org.au/afd/taxa/e96c4568-a10f-4ea9-a741-a551b1f22bc1,-27.480003,152.969819,2023-08-30T03:52:00Z,PRESENT,iNaturalist Australia,Image,3ff2d682-09c7-42a0-84f6-bfe482eb162f,NA,NA,Top Minnow,Gambusia,Gambusia holbrooki,NA,Queensland,BRISBANE CITY,South Eastern Queensland,NA,NA,2023-09-11 00:23:09.062,HUMAN_OBSERVATION,species,Gambusia holbrooki,Gambusia holbrooki,Gambusia holbrooki,Gambusia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,Dubravka Skalamera,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1537,https://images.ala.org.au/image/3ff2d682-09c7-42a0-84f6-bfe482eb162f/thumbnail,./cache/species_images/3ff2d682-09c7-42a0-84f6-bfe482eb162f.jpg,2023-09-20
af2c2b07-c9f4-4fd1-9825-72c245217d05,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-28.080141,153.413312,2023-09-01T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.753,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
dacd5144-97ce-4255-8e70-d95184e756d2,Cyprinus carpio,https://biodiversity.org.au/afd/taxa/16171fac-8d6c-4327-9fab-f2db864d71bf,-28.079657,153.413126,2023-09-01T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,European Carp,Cyprinus,Cyprinus carpio,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.398,OCCURRENCE,species,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Carp,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
dcfaefb5-cb81-41c8-b1da-03d1b723340b,Austropuccinia psidii,NZOR-6-102802,-26.615024,152.778449,2023-09-01T04:28:57Z,PRESENT,iNaturalist Australia,Image,869f7618-e1c8-43ee-a4ee-8556ed85dddc,NA,NA,NA,Austropuccinia,Austropuccinia psidii,NA,Queensland,SUNSHINE COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:08.94,HUMAN_OBSERVATION,species,Austropuccinia psidii,Austropuccinia psidii,Austropuccinia psidii,Myrtle Rust,AUS,NA,NA,AUS_CEBO,QLD,NA,KDendle,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,922,2048,https://images.ala.org.au/image/869f7618-e1c8-43ee-a4ee-8556ed85dddc/thumbnail,./cache/species_images/869f7618-e1c8-43ee-a4ee-8556ed85dddc.jpg,2023-09-20
4a502013-eeef-4c35-9e42-2f4ac2238d18,Camponotus,https://biodiversity.org.au/afd/taxa/10b2a6e2-423f-4194-bcc4-32ca8bce3d30,-33.768359,151.122404,2023-09-02T02:32:00Z,PRESENT,iNaturalist Australia,Image,72ba5874-58de-41bd-98f3-a7af5925d802,NA,NA,NA,Camponotus,NA,NA,New South Wales,KU-RING-GAI COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:08.694,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Sofia Zvolanek,http://creativecommons.org/licenses/by/4.0/,image/jpeg,1152,2048,https://images.ala.org.au/image/72ba5874-58de-41bd-98f3-a7af5925d802/thumbnail,./cache/species_images/72ba5874-58de-41bd-98f3-a7af5925d802.jpg,2023-09-20
4373bafe-738f-4d6f-a8ca-427674e835f1,Camponotus intrepidus,https://biodiversity.org.au/afd/taxa/a484947e-d497-4b4c-a0ba-bdc31edf84c4,-33.768382,151.122651,2023-09-02T02:39:00Z,PRESENT,iNaturalist Australia,Image,7944d209-0b8c-45de-8e16-5ecfc93f8de1,NA,NA,NA,Camponotus,Camponotus intrepidus,NA,New South Wales,KU-RING-GAI COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Sofia Zvolanek,http://creativecommons.org/licenses/by/4.0/,image/jpeg,1152,2048,https://images.ala.org.au/image/7944d209-0b8c-45de-8e16-5ecfc93f8de1/thumbnail,./cache/species_images/7944d209-0b8c-45de-8e16-5ecfc93f8de1.jpg,2023-09-20
b7e2b69f-02e7-482b-82a0-1a738a2eb3b4,Camponotus consobrinus,https://biodiversity.org.au/afd/taxa/45731de6-9ea2-47e4-8e43-83a26913f6f3,-33.768382,151.122651,2023-09-02T02:41:00Z,PRESENT,iNaturalist Australia,Image,3cf6770c-dddd-4ec3-8fb9-67148b1a2731,NA,NA,NA,Camponotus,Camponotus consobrinus,NA,New South Wales,KU-RING-GAI COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:08.694,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Sofia Zvolanek,http://creativecommons.org/licenses/by/4.0/,image/jpeg,1152,2048,https://images.ala.org.au/image/3cf6770c-dddd-4ec3-8fb9-67148b1a2731/thumbnail,./cache/species_images/3cf6770c-dddd-4ec3-8fb9-67148b1a2731.jpg,2023-09-20
7690e913-722c-4978-936e-e1e2c1753e7e,Camponotus intrepidus,https://biodiversity.org.au/afd/taxa/a484947e-d497-4b4c-a0ba-bdc31edf84c4,-33.672206,151.14405,2023-09-02T05:10:00Z,PRESENT,iNaturalist Australia,Image,1940b7b8-0dd8-4168-a5a5-7d103ee6b6bb,NA,NA,NA,Camponotus,Camponotus intrepidus,NA,New South Wales,THE COUNCIL OF THE SHIRE OF HORNSBY,Sydney Basin,NA,NA,2023-09-11 00:23:10.486,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Cynthia Chan,http://creativecommons.org/licenses/by-nc-nd/4.0/,image/jpeg,2048,1536,https://images.ala.org.au/image/1940b7b8-0dd8-4168-a5a5-7d103ee6b6bb/thumbnail,./cache/species_images/1940b7b8-0dd8-4168-a5a5-7d103ee6b6bb.jpg,2023-09-20
0da63fcb-b92f-4c23-a07f-5e8ae7e5a794,Vachellia bidwillii,https://id.biodiversity.org.au/node/apni/2911109,-21.9777,149.66413,2023-09-02T11:35:00Z,PRESENT,iNaturalist Australia,Image,0564a86a-fd1f-46fd-b9d9-bfc476687e3f,NA,NA,NA,Vachellia,Vachellia bidwillii,NA,Queensland,ISAAC REGIONAL,Central Mackay Coast,NA,NA,2023-09-11 00:23:10.486,HUMAN_OBSERVATION,genus,Vachellia,Vachellia,Vachellia,"African Acacias, Karroo Thorn",QLD,NA,NA,QLD_InvasivePests&Animals,QLD,NA,Greg Tasney,http://creativecommons.org/licenses/by-sa/4.0/,image/jpeg,2048,1365,https://images.ala.org.au/image/0564a86a-fd1f-46fd-b9d9-bfc476687e3f/thumbnail,./cache/species_images/0564a86a-fd1f-46fd-b9d9-bfc476687e3f.jpg,2023-09-20
4ea01a1e-8532-4e26-ac44-722f0163da18,Camponotus,https://biodiversity.org.au/afd/taxa/10b2a6e2-423f-4194-bcc4-32ca8bce3d30,-33.790427,151.281232,2023-09-02T13:14:00Z,PRESENT,iNaturalist Australia,Image,b6b012a4-2d83-4409-9d90-3eee6f7a57b5,NA,NA,NA,Camponotus,NA,NA,New South Wales,NORTHERN BEACHES COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:09.776,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Roxanne Lazarus,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1365,https://images.ala.org.au/image/b6b012a4-2d83-4409-9d90-3eee6f7a57b5/thumbnail,./cache/species_images/b6b012a4-2d83-4409-9d90-3eee6f7a57b5.jpg,2023-09-20
092ec3c3-300b-4781-b01f-e52272074044,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-27.897502,153.292704,2023-09-03T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.417,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
287f07b4-2ef5-4580-93a6-62c31057f9c8,Cyprinus carpio,https://biodiversity.org.au/afd/taxa/16171fac-8d6c-4327-9fab-f2db864d71bf,-27.89202,153.299183,2023-09-03T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,European Carp,Cyprinus,Cyprinus carpio,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.825,OCCURRENCE,species,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Carp,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
7bc6fe54-7bf9-4dec-8efe-4a88e40f7edc,Oreochromis mossambicus,https://biodiversity.org.au/afd/taxa/913059fd-9ea1-4e9f-a8d7-8c70cc77521e,-27.871891,153.306442,2023-09-03T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,Tilapia,Oreochromis,Oreochromis mossambicus,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.907,OCCURRENCE,species,Oreochromis mossambicus,Oreochromis mossambicus,Oreochromis mossambicus,Mozambique Tilapia,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
93114164-8306-4966-b317-1b66d0f28dd1,Cyprinus carpio,https://biodiversity.org.au/afd/taxa/16171fac-8d6c-4327-9fab-f2db864d71bf,-27.756645,153.308839,2023-09-03T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,European Carp,Cyprinus,Cyprinus carpio,NA,Queensland,GOLD COAST CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.749,OCCURRENCE,species,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Carp,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
ef494c7e-ff9c-40ae-8629-c3bffbef8808,Cyprinus carpio,https://biodiversity.org.au/afd/taxa/16171fac-8d6c-4327-9fab-f2db864d71bf,-27.555898,152.794676,2023-09-03T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,European Carp,Cyprinus,Cyprinus carpio,NA,Queensland,IPSWICH CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.749,OCCURRENCE,species,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Carp,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
e637c325-9adf-47d9-8321-dea70a271b54,Pelmatolapia mariae,https://biodiversity.org.au/afd/taxa/404bb375-1a85-4bcf-8433-be788234d0a3,-16.830762,145.702273,2023-09-03T02:14:00Z,PRESENT,iNaturalist Australia,Image,aec6fa3e-b47e-4d13-80de-57c8abd8926b,NA,NA,Spotted Mangrove Cichlid,Pelmatolapia,Pelmatolapia mariae,NA,Queensland,CAIRNS REGIONAL,Wet Tropics,NA,NA,2023-09-11 00:23:10.486,HUMAN_OBSERVATION,species,Pelmatolapia mariae,Pelmatolapia mariae,tilapia mariea,Spotted Cichlid,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,delanyd,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1365,https://images.ala.org.au/image/aec6fa3e-b47e-4d13-80de-57c8abd8926b/thumbnail,./cache/species_images/aec6fa3e-b47e-4d13-80de-57c8abd8926b.jpg,2023-09-20
8d6bc9b6-215a-46eb-a89d-1eeaa3ee7858,Undaria pinnatifida,NZOR-6-54356,-37.994472,145.030456,2023-09-03T08:13:52Z,PRESENT,iNaturalist Australia,Image,be08d47b-8a86-4953-aa29-5ed5aa31e904,NA,NA,Japanese Kelp,Undaria,Undaria pinnatifida,NA,Victoria,BAYSIDE CITY,NA,Victorian Embayments,Bass Strait Shelf Province,2023-09-11 00:23:08.94,HUMAN_OBSERVATION,species,Undaria pinnatifida,Undaria pinnatifida,Undaria pinnatifida,"Japanese Seaweed, Wakame",VIC,NA,NA,VIC_Marine,VIC,NA,Never Never,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,1536,2048,https://images.ala.org.au/image/be08d47b-8a86-4953-aa29-5ed5aa31e904/thumbnail,./cache/species_images/be08d47b-8a86-4953-aa29-5ed5aa31e904.jpg,2023-09-20
0bbe96f1-359b-4a3d-8f92-eaa3882cec96,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254781,152.690211,2023-09-03T23:11:00Z,PRESENT,iNaturalist Australia,Image,e5be0a9a-259f-4e41-b7c7-36c7557e4f6d,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Pheidole megacephala,African Big-Headed Ant,AUS,NA,NA,AUS_ACPPO,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1367,https://images.ala.org.au/image/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d/thumbnail,./cache/species_images/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d.jpg,2023-09-20
0bbe96f1-359b-4a3d-8f92-eaa3882cec96,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254781,152.690211,2023-09-03T23:11:00Z,PRESENT,iNaturalist Australia,Image,e5be0a9a-259f-4e41-b7c7-36c7557e4f6d,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Singapore ant (Pheidole megacephala),African Big-Headed Ant,AUS,NA,NA,QLD_InvasiveAnts,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1367,https://images.ala.org.au/image/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d/thumbnail,./cache/species_images/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d.jpg,2023-09-20
0bbe96f1-359b-4a3d-8f92-eaa3882cec96,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254781,152.690211,2023-09-03T23:11:00Z,PRESENT,iNaturalist Australia,Image,e5be0a9a-259f-4e41-b7c7-36c7557e4f6d,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Pheidole megacephala,African Big-Headed Ant,QLD,NA,NA,QLD_PlantHealth,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1367,https://images.ala.org.au/image/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d/thumbnail,./cache/species_images/e5be0a9a-259f-4e41-b7c7-36c7557e4f6d.jpg,2023-09-20
0652a8b1-2864-4677-98af-024d1bc99aa7,Nylanderia,https://biodiversity.org.au/afd/taxa/9edc0aa5-9611-4918-a720-80adc11c61d9,-25.254569,152.689789,2023-09-03T23:43:00Z,PRESENT,iNaturalist Australia,Image,d739a5db-b232-4d67-b079-4e1cfc8bc755,NA,NA,NA,Nylanderia,NA,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:09.776,HUMAN_OBSERVATION,genus,Nylanderia,Nylanderia,Nylanderia,Crazy Ant,QLD,NA,NA,QLD_InvasivePests&Animals,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1367,https://images.ala.org.au/image/d739a5db-b232-4d67-b079-4e1cfc8bc755/thumbnail,./cache/species_images/d739a5db-b232-4d67-b079-4e1cfc8bc755.jpg,2023-09-20
6c4c6ad1-af6d-4acd-9cac-43599b9efd99,Camponotus,https://biodiversity.org.au/afd/taxa/10b2a6e2-423f-4194-bcc4-32ca8bce3d30,-34.048731,151.10305,2023-09-03T23:49:00Z,PRESENT,iNaturalist Australia,Image,50af6dd8-2ae9-4f29-bb65-1f8ef2370c3d,NA,NA,NA,Camponotus,NA,NA,New South Wales,SUTHERLAND SHIRE COUNCIL,Sydney Basin,NA,NA,2023-09-18 00:20:22.447,HUMAN_OBSERVATION,genus,Camponotus,Camponotus,Camponotus pennsylvanicus and other spp,Carpenter Ants,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Yowie Bay Public School,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1536,https://images.ala.org.au/image/50af6dd8-2ae9-4f29-bb65-1f8ef2370c3d/thumbnail,./cache/species_images/50af6dd8-2ae9-4f29-bb65-1f8ef2370c3d.jpg,2023-09-20
3094393e-9e45-461e-a043-28880d133211,Cyprinus carpio,https://biodiversity.org.au/afd/taxa/16171fac-8d6c-4327-9fab-f2db864d71bf,-27.556792,152.802658,2023-09-04T00:00:00Z,PRESENT,FeralScan,NA,NA,NA,NA,European Carp,Cyprinus,Cyprinus carpio,NA,Queensland,IPSWICH CITY,South Eastern Queensland,NA,NA,2023-09-05 05:39:58.907,OCCURRENCE,species,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Carp,QLD,NA,NA,QLD_OtherAquaticPests,QLD,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-20
5f71e29a-17f7-4bd1-bc1d-76180d50e4f8,Opuntia streptacantha,https://id.biodiversity.org.au/node/apni/2913049,-23.303213,150.522169,2023-09-04T00:05:00Z,PRESENT,iNaturalist Australia,Image,0bb0bf4f-738c-43c8-a049-13e05e500f89,NA,NA,Gracemere Pear,Opuntia,Opuntia streptacantha,NA,Queensland,ROCKHAMPTON REGIONAL,Brigalow Belt North,NA,NA,2023-09-11 00:23:08.694,HUMAN_OBSERVATION,genus,Opuntia,Opuntia,Opuntia,Prickly Pear,QLD,NA,NA,QLD_InvasivePests&Animals,QLD,NA,Copris,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,1536,2048,https://images.ala.org.au/image/0bb0bf4f-738c-43c8-a049-13e05e500f89/thumbnail,./cache/species_images/0bb0bf4f-738c-43c8-a049-13e05e500f89.jpg,2023-09-20
f0ce3f56-9d85-4610-972a-35f3999dde8e,Linepithema humile,https://biodiversity.org.au/afd/taxa/9bcc63e8-cd5c-488a-8d11-56764f578119,-34.004948,151.060522,2023-09-04T01:02:00Z,PRESENT,iNaturalist Australia,Image,31f0707d-7730-4f98-ab5a-5b3e80f08e10,NA,NA,Ants,Linepithema,Linepithema humile,NA,New South Wales,SUTHERLAND SHIRE COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:08.694,HUMAN_OBSERVATION,species,Linepithema humile,Linepithema humile,Linepithema humile,Argentine Ant,NSW,NA,NA,NSW_TerrestrialPests,NSW,NA,Como West Public School,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1536,https://images.ala.org.au/image/31f0707d-7730-4f98-ab5a-5b3e80f08e10/thumbnail,./cache/species_images/31f0707d-7730-4f98-ab5a-5b3e80f08e10.jpg,2023-09-20
f0ce3f56-9d85-4610-972a-35f3999dde8e,Linepithema humile,https://biodiversity.org.au/afd/taxa/9bcc63e8-cd5c-488a-8d11-56764f578119,-34.004948,151.060522,2023-09-04T01:02:00Z,PRESENT,iNaturalist Australia,Image,31f0707d-7730-4f98-ab5a-5b3e80f08e10,NA,NA,Ants,Linepithema,Linepithema humile,NA,New South Wales,SUTHERLAND SHIRE COUNCIL,Sydney Basin,NA,NA,2023-09-11 00:23:08.694,HUMAN_OBSERVATION,species,Linepithema humile,Linepithema humile,Linepithema humile,Argentine Ant,AUS,NA,NA,QLD_InvasiveAnts,NSW,NA,Como West Public School,http://creativecommons.org/licenses/by-nc/4.0/,image/jpeg,2048,1536,https://images.ala.org.au/image/31f0707d-7730-4f98-ab5a-5b3e80f08e10/thumbnail,./cache/species_images/31f0707d-7730-4f98-ab5a-5b3e80f08e10.jpg,2023-09-20
54b01bf3-5926-481e-b5e2-72af5021b3c4,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254531,152.690781,2023-09-04T02:06:00Z,PRESENT,iNaturalist Australia,Image,6e5bba10-5918-4a51-aaee-36987cab3ad9,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Pheidole megacephala,African Big-Headed Ant,AUS,NA,NA,AUS_ACPPO,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1366,https://images.ala.org.au/image/6e5bba10-5918-4a51-aaee-36987cab3ad9/thumbnail,./cache/species_images/6e5bba10-5918-4a51-aaee-36987cab3ad9.jpg,2023-09-20
54b01bf3-5926-481e-b5e2-72af5021b3c4,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254531,152.690781,2023-09-04T02:06:00Z,PRESENT,iNaturalist Australia,Image,6e5bba10-5918-4a51-aaee-36987cab3ad9,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Singapore ant (Pheidole megacephala),African Big-Headed Ant,AUS,NA,NA,QLD_InvasiveAnts,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1366,https://images.ala.org.au/image/6e5bba10-5918-4a51-aaee-36987cab3ad9/thumbnail,./cache/species_images/6e5bba10-5918-4a51-aaee-36987cab3ad9.jpg,2023-09-20
54b01bf3-5926-481e-b5e2-72af5021b3c4,Pheidole megacephala,https://biodiversity.org.au/afd/taxa/195e9b1a-84e5-44e3-86bc-5e783b2ba250,-25.254531,152.690781,2023-09-04T02:06:00Z,PRESENT,iNaturalist Australia,Image,6e5bba10-5918-4a51-aaee-36987cab3ad9,NA,NA,NA,Pheidole,Pheidole megacephala,NA,Queensland,FRASER COAST REGIONAL,South Eastern Queensland,NA,NA,2023-09-11 00:23:10.49,HUMAN_OBSERVATION,species,Pheidole megacephala,Pheidole megacephala,Pheidole megacephala,African Big-Headed Ant,QLD,NA,NA,QLD_PlantHealth,QLD,NA,Nigel Main,http://creativecommons.org/licenses/by/4.0/,image/jpeg,2048,1366,https://images.ala.org.au/image/6e5bba10-5918-4a51-aaee-36987cab3ad9/thumbnail,./cache/species_images/6e5bba10-5918-4a51-aaee-36987cab3ad9.jpg,2023-09-20
