"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:116","","Rogers, Kevin","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.472848","135.070991","EPSG:4326","250.0","","","-14.472848","","135.070991","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","5037cfc6-1173-434d-a52b-8d4a5328c2fc","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:413","","Rami, Elizabeth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.711573","135.024215","EPSG:4326","250.0","","","-14.711573","","135.024215","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","205c6c0e-d985-423d-a47e-f75088499d21","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:321","","Rogers, Kelvin","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.731518","134.799017","EPSG:4326","250.0","","","-14.731518","","134.799017","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","6d4afdad-f611-4fdb-b6e9-5df66be3a4c1","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:83","","Rogers, Kelvin","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-13.95369","134.940416","EPSG:4326","250.0","","","-13.95369","","134.940416","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","da307391-222c-4c06-a077-f304f0ffca5c","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:44","","George, Ruth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.451387","135.129407","EPSG:4326","250.0","","","-14.451387","","135.129407","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","2cb9868c-ea30-4438-9462-54338f1d10e5","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:122","","Ponto, Heather","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.558157","134.730744","EPSG:4326","250.0","","","-14.558157","","134.730744","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","c2337998-c6a1-41e5-a68e-2469d8bcf5ab","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:28","","Daniels, Anthony","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.734063","134.785667","EPSG:4326","250.0","","","-14.734063","","134.785667","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","0a99eb99-fb21-42e6-b564-2fffed2f490e","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:418","","Rami, Elizabeth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.620201","135.49862","EPSG:4326","250.0","","","-14.620201","","135.49862","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","bdc8833b-a40b-45ba-8686-fa39f92ed9a5","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:22","","Daniels, Cherry","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.569876","134.791028","EPSG:4326","250.0","","","-14.569876","","134.791028","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","57ce2703-bafb-45cc-8fc9-3d1434b83c3f","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:261","","Roberts, Carlisa","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.754405","135.080827","EPSG:4326","250.0","","","-14.754405","","135.080827","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","d8c89890-0e7b-4fb8-9c31-87ad29ae8ab6","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:79","","Nundhirribala, Jangu","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-13.938747","134.998546","EPSG:4326","250.0","","","-13.938747","","134.998546","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","6a50985b-e5b7-414c-a890-142193e2f83b","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:119","","Nunggarrgalu, John","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-14.58258","135.338697","EPSG:4326","250.0","","","-14.58258","","135.338697","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:5a53c86e-132f-4dc1-8251-af56e3a97cce","Chelodina (Chelodina) canni","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","McCord & Thomson, 2002","Cann's Long-necked Turtle","","","","","Human Observation","","","Chelodina canni","","","","","","","","","7e125042-7d4b-45fc-8213-dcb7d9a34809","","","Chelodina canni","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:218","","Rogers, Walter","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.165906","135.075231","EPSG:4326","250.0","","","-14.165906","","135.075231","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","ffa6a5c9-7cf6-4aca-9404-afc5b7fe8a54","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:13","","George, Ruth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.56308","135.262701","EPSG:4326","250.0","","","-14.56308","","135.262701","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","a1a20bb9-681d-4d38-8002-e4ff1ba7b264","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:90","","Roy, Julie","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.605496","134.913616","EPSG:4326","250.0","","","-14.605496","","134.913616","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","84e9d325-2779-4478-ab9f-50bfa9754b46","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:61","","Daniels, Cherry","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.5161","135.084177","EPSG:4326","250.0","","","-14.5161","","135.084177","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","fa018542-7273-4d72-8a5f-9a4b4eb02c33","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:168","","Rami, Kara","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.599131","135.132564","EPSG:4326","250.0","","","-14.599131","","135.132564","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","03539f0a-15d7-4098-bb0e-3bdf88e04c40","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:181","","Wilfred, Norman","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.70117","134.683307","EPSG:4326","250.0","","","-14.70117","","134.683307","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","16f5af43-3958-40d4-9391-43ba65260ac3","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:398","","Ponto, Heather","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.571006","134.869943","EPSG:4326","250.0","","","-14.571006","","134.869943","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","5f0a9bcf-8a96-4a1f-800f-000d95e1d361","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:82","","Daniels, Anthony","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.694801","135.180062","EPSG:4326","250.0","","","-14.694801","","135.180062","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","44d383c7-4c99-4877-b165-6a335b41ebbe","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:68","","Daniels, Anthony","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.611817","134.610302","EPSG:4326","250.0","","","-14.611817","","134.610302","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","82ad82b0-cf30-41b7-ab36-15971b5be6a4","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:60","","Nundhirribala, Mithurrungu","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-14.127621","135.713528","EPSG:4326","250.0","","","-14.127621","","135.713528","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","892a36eb-b207-4c77-b3fb-cc3477b98d1c","","","Chelodina rugosa","","","","","","","","",""
