species_name,museum_name,location,state,country,n_records,sex,subspecies,notes
eudyptula minor,Wellington,Collingwood,,,1,m,nominate minor,
eudyptula minor,Wellington,Bobby's Head,,New Zealand,2,f,nominate minor,
eudyptula minor,Wellington,Haast,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Otago Peninsula,,New Zealand,4,f,nominate minor,
eudyptula minor,Wellington,Napier,,,1,f,nominate minor,
eudyptula minor,Wellington,Porarari Mouth,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Totara,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Punakatiki,,New Zealand,1,f,nominate minor,true location Punakaiki?
eudyptula minor,Wellington,Waikanae,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Okarito,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Motunui,,New Zealand,3,f,nominate minor,
eudyptula minor,Wellington,Dusky Sound,,New Zealand,1,f,nominate minor,
eudyptula minor,Wellington,Chalky Sound,,New Zealand,1,f,nominate minor,true location Chalky Inlet?
eudyptula minor,Wellington,Hauraki Gulf,,New Zealand,1,m,iredalei,
eudyptula minor,Wellington,Whale Island,,New Zealand,5,m,iredalei,
eudyptula minor,Wellington,Tamaterau,,New Zealand,1,m,iredalei,
eudyptula minor,Wellington,Bay of Plenty,,New Zealand,2,m,iredalei,
eudyptula minor,Wellington,Whale Island,,New Zealand,5,f,iredalei,
eudyptula minor,Wellington,Hauraki Gulf,,New Zealand,1,f,iredalei,
eudyptula minor,Wellington,Bay of Plenty,,New Zealand,1,f,iredalei,
eudyptula minor,Wellington,Ohope,,New Zealand,1,f,iredalei,
eudyptula minor,Wellington,Nelson,,New Zealand,9,m,variabilis,
eudyptula minor,Wellington,Tasman Bay,,New Zealand,1,m,variabilis,
eudyptula minor,Wellington,Nelson,,New Zealand,5,f,variabilis,
eudyptula minor,Wellington,Eastbourne,,New Zealand,3,f,variabilis,
eudyptula minor,Wellington,Wellington,,New Zealand,1,f,variabilis,
eudyptula minor,Wellington,Wakala,,New Zealand,1,f,variabilis,
eudyptula minor,AMNH,N2 Seas 525623,,New Zealand,1,,iredalei,
eudyptula minor,AMNH,Kaipara Waitemata,,New Zealand,1,m,,
eudyptula minor,AMNH,Kaipara Waitemata,,New Zealand,2,f,,
eudyptula minor,AMNH,Cape Saunders Dunedin,,New Zealand,1,m,,
eudyptula minor,AMNH,Cape Saunders Dunedin,,New Zealand,1,f,,
eudyptula minor,AMNH,Preservation Inlet,,New Zealand,1,f,,
eudyptula minor,AMNH,The Bluff,,New Zealand,1,,,
eudyptula minor,AMNH,Chatham Islands,,New Zealand,3,m,,
eudyptula minor,AMNH,Chatham Islands,,New Zealand,2,f,,
eudyptula minor,AMNH,Chatham Islands,,New Zealand,1,,,f?
eudyptula minor,AMNH,Chatham Islands,,New Zealand,4,,,m?
eudyptula minor,AMNH,Akaroa Bay,,New Zealand,1,f,minor x albosignata,hybrid minor x albosignata
eudyptula minor,AMNH,Akaroa Bay,,New Zealand,6,m,,
eudyptula minor,AMNH,Akaroa Bay,,New Zealand,4,f,,
eudyptula minor,AMNH,Sandy Hook Island,Western Australia,Australia,1,m,,type of (illegible) 525638
eudyptula minor,AMNH,Perth,,,1,m,,
eudyptula minor,AMNH,Sandy Hook Island,Western Australia,Australia,1,m,,
eudyptula minor,AMNH,Huon Island,Tasmania,Australia,1,m,,
eudyptula minor,AMNH,Tasmania,Tasmania,Australia,1,m,,
eudyptula minor,AMNH,Hobsons Bay,Victoria,Australia,2,m,,
eudyptula minor,AMNH,Frankston,Victoria,Australia,1,m,,
eudyptula minor,AMNH,Montague Island,New South Wales,Australia,5,m,,
eudyptula minor,AMNH,Five Island,New South Wales,Australia,1,m,,
eudyptula minor,AMNH,Wollongong,New South Wales,Australia,3,m,,
eudyptula minor,AMNH,Mondrain Island,Western Australia,Australia,1,f,,
eudyptula minor,AMNH,Sandy Hook Island,Western Australia,Australia,1,f,,
eudyptula minor,AMNH,King Island,Tasmania,Australia,1,f,,
eudyptula minor,AMNH,Arch Island,Tasmania,Australia,1,f,,Arch Rock- Tas?
eudyptula minor,AMNH,Hobsons Bay,Victoria,Australia,1,f,,
eudyptula minor,AMNH,Frankston,Victoria,Australia,1,f,,
eudyptula minor,AMNH,Montague Island,New South Wales,Australia,6,f,,
eudyptula minor,AMNH,Wollongong,New South Wales,Australia,1,f,,
eudyptula minor,AMNH,Five Island,New South Wales,Australia,2,f,,
eudyptula minor,AM,New Brighton,,New Zealand,1,m,albosignata,
eudyptula minor,AM,Muriwai,,New Zealand,2,m,minor,
eudyptula minor,AM,Tauranga,,New Zealand,1,m,minor,
eudyptula minor,AM,Lord Howe Island,New South Wales,Australia,2,f,minor,
eudyptula minor,Canterbury,Chatham Island,Western Australia,Australia,2,m,,
eudyptula minor,Canterbury,Chatham Island,Western Australia,Australia,1,f,,
eudyptula minor,Canterbury,Auckland Harbour,,New Zealand,1,m,,
eudyptula minor,Canterbury,Picton,,New Zealand,1,m,,
eudyptula minor,Canterbury,New Brighton,,New Zealand,1,f,,
eudyptula minor,Canterbury,Banks Peninsula,,New Zealand,1,m,siquata,near pure siquata (but not quite)
eudyptula minor,Canterbury,New Brighton,,New Zealand,1,m,siquata,near pure siquata (but not quite)
eudyptula minor,Canterbury,Brighton,Victoria,Australia,1,f,siquata,near pure siquata (but not quite)
eudyptula minor,QM,Hokio Beach,,New Zealand,1,m,albosignata,
eudyptula minor,QM,Motonau Island,,New Zealand,1,m,albosignata,juv- as large as an adult but small in bill
eudyptula minor,QM,Stradbroke Island,Queensland,Australia,1,m,,
eudyptula minor,QM,Carrickalinga,,Australia,1,m,,
eudyptula minor,QM,Middleton,South Australia,Australia,1,m,,Middleton- SA
eudyptula minor,QM,Eurong,Queensland,Australia,1,f,,Eurong- SEQ
eudyptula minor,QM,Caloundra,,Australia,1,f,,
eudyptula minor,QM,,New South Wales,Australia,1,f,,
eudyptula minor,WAM,Mistaken Island,Western Australia,Australia,1,m,,
eudyptula minor,WAM,Point Dempster,Western Australia,Australia,1,m,,
eudyptula minor,WAM,Albury,Western Australia,Australia,1,m,,
eudyptula minor,WAM,Goose Island,Western Australia,Australia,1,m,,Goose Island- Recherche Archipeligo
eudyptula minor,WAM,Mondrain Island,Western Australia,Australia,3,m,,Mondrain Island- Recherche Archipeligo
eudyptula minor,WAM,Point Dempster,Western Australia,Australia,1,f,,
eudyptula minor,WAM,Bald Island- E Albany,Western Australia,Australia,1,f,,
eudyptula minor,WAM,Garden Island,,Australia,1,f,,
eudyptula minor,WAM,King George Sound,,Australia,2,f,,
eudyptula minor,WAM,Sandy Hook Island- Recherche Archipeligo,Western Australia,Australia,1,f,,Sandy Hook Island- Recherche Archipeligo
eudyptula minor,WAM,Forrest Island,Western Australia,Australia,1,f,,Forrest Island- Recherche Archipeligo
eudyptula minor,WAM,Port Hacking,,Australia,1,f,,NSW? Check? 
eudyptula minor,ANWC,Kangaroo Island,South Australia,Australia,2,m,,
eudyptula minor,ANWC,Encounter Bay,,Australia,2,m,,
eudyptula minor,ANWC,Ringarooma,Tasmania,Australia,1,m,,
eudyptula minor,ANWC,Greens Beach,Tasmania,Australia,1,-,,
eudyptula minor,ANWC,Montague Island,Tasmania,Australia,2,m,,
eudyptula minor,ANWC,Manly,,Australia,1,m,,
eudyptula minor,ANWC,"Little Shoal Bay, Auckland",,Australia,1,m,,
eudyptula minor,ANWC,Rawhiti,,New Zealand,1,f,,
eudyptula minor,ANWC,Kangaroo Island,South Australia,Australia,1,f,,
eudyptula minor,ANWC,Port Phillip,,Australia,1,f,,
eudyptula minor,ANWC,Phillip Island,,Australia,1,f,,
eudyptula minor,ANWC,Hobart,Tasmania,Australia,2,f,,
eudyptula minor,ANWC,Montague Island,Tasmania,Australia,1,f,,
eudyptula minor,ANWC,Rosedale BB,,Australia,1,f,,
eudyptula minor,ANWC,Nowra,,Australia,1,f,,
eudyptula minor,ANWC,Jervis Bay,,Australia,1,f,,
eudyptula minor,SAMA,Mt Maunganui,,New Zealand,1,m,iredalei,this bird iredalei except for internal slipper
eudyptula minor,SAMA,Point Sinclair,South Australia,Australia,1,m,,"Point Sinclair, Ceduna"
eudyptula minor,SAMA,Kangaroo Island,South Australia,Australia,1,m,,
eudyptula minor,SAMA,Althorpe Island,,Australia,1,m,,
eudyptula minor,SAMA,,Bass Strait,Australia,1,f,,
eudyptula minor,SAMA,Port Elliot,,Australia,1,f,,
eudyptula minor,SAMA,Tumby Bay,South Australia,Australia,1,f,,
eudyptula minor,SAMA,St Vincents Bay,,Australia,1,f,,
eudyptula minor,SAMA,Henley Beach,,Australia,1,f,,
eudyptula minor,SAMA,Seacliffe,South Australia,Australia,1,f,,
eudyptula minor,SAMA,Victor Harbour,,Australia,1,f,,
eudyptula minor,SAMA,Waitpinga Beach,,Australia,1,f,,
eudyptula minor,NMV/HLW,New Brighton,,New Zealand,1,m,albosignata,
eudyptula minor,NMV/HLW,"Rabbit Island, KG Sound",,Australia,1,m,,
eudyptula minor,NMV/HLW,"Rabbit Island, KG Sound",,Australia,1,f,,
eudyptula minor,NMV/HLW,Reevesby Island,South Australia,Australia,1,m,,
eudyptula minor,NMV/HLW,Cape Schanck,Victoria,Australia,1,m,,SUB
eudyptula minor,NMV/HLW,Mordialloc,Victoria,Australia,4,,,
eudyptula minor,NMV/HLW,Hampton,Victoria,Australia,1,,,
eudyptula minor,NMV/HLW,Middle Park Beach,Victoria,Australia,1,,,
eudyptula minor,NMV/HLW,Bonbeach,Victoria,Australia,1,,,
eudyptula minor,NMV/HLW,Phillip Island,Victoria,Australia,4,,,
eudyptula minor,NMV/HLW,Deal Island,Tasmania,Australia,2,,,"Deal Island, Bass Strait"
eudyptula minor,NMV/HLW,Cliffy Island,Victoria,Australia,1,,,"Cliffy Island, Bass Strait"
eudyptula minor,NMV/HLW,Marlo,Victoria,Australia,1,,,SUB
eudyptula minor,NMV/HLW,Gabo Island,,Australia,2,m,,
eudyptula minor,NMV/HLW,Montague Island,,Australia,1,m,,
eudyptula minor,NMV/HLW,Cabbage Tree Island,,Australia,1,m,,
eudyptula minor,NMV/HLW,Mordialloc,Victoria,Australia,5,f,,
eudyptula minor,NMV/HLW,Western Port,Victoria,Australia,1,f,,Written Westenpost with no state 
eudyptula minor,NMV/HLW,Williamstown,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Albert Park,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Mordialloc,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Ellwood,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Phillip Island,Victoria,Australia,4,f,,
eudyptula minor,NMV/HLW,Aspendale,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Rosebud,Victoria,Australia,1,f,,sub
eudyptula minor,NMV/HLW,Bridgewater,Victoria,Australia,1,f,,
eudyptula minor,NMV/HLW,Deal Island,Tasmania,Australia,2,f,,
eudyptula minor,NMV/HLW,Gabo Island,Victoria,Australia,1,f,,
eudyptula minor,HLW,King Island,Tasmania,Australia,1,m,,juv
eudyptula minor,HLW,Devonport,Tasmania,Australia,1,,,juv
eudyptula minor,HLW,Breaksea Island- Albany,Western Australia,Australia,1,m,,juv
eudyptula minor,HLW,Rabbit Island,,Australia,1,m,,NZ or AU?
eudyptula minor,HLW,Rabbit Island,,Australia,1,f,,NZ or AU?
eudyptula minor,HLW,South Tollgates,New South Wales,Australia,1,m,,
eudyptula minor,HLW,Cabbage Tree Island,New South Wales,Australia,1,m,,
eudyptula minor,HLW,Recherche,,Australia,1,f,,
eudyptula minor,HLW,South Tollgates,New South Wales,Australia,1,f,,
eudyptula minor,HLW,Cabbage Tree Island,New South Wales,Australia,1,f,,
eudyptula minor,SAM,Stewart Island,,New Zealand,1,m,,this speciment has a broad white tail = gene flow from albo signata
eudyptula minor,SAM,Wellington,,New Zealand,1,m,,
eudyptula minor,SAM,Wellington,,New Zealand,1,-,,
eudyptula minor,SAM,D'urville Island,,New Zealand,1,-,,
eudyptula minor,SAM,King George Sound,Western Australia,Australia,1,m,,
eudyptula minor,SAM,King George Sound,Western Australia,Australia,1,f,,
eudyptula minor,SAM,Ninth Island,Tasmania,Australia,2,f,,
eudyptula minor,SAM,Ninth Island,Tasmania,Australia,2,m,,
eudyptula minor,SAM,Port Phillip Island,Victoria,Australia,1,m,,
eudyptula minor,SAM,South Neptune Island,South Australia,Australia,1,m,,
eudyptula minor,SAM,Robe,South Australia,Australia,1,m,,
eudyptula minor,SAM,Encounter Bay,South Australia,Australia,1,m,,
eudyptula minor,SAM,Outer Harbor,South Australia,Australia,1,m,,
eudyptula minor,SAM,Semaphore,South Australia,Australia,1,m,,
eudyptula minor,SAM,Brighton,South Australia,Australia,1,m,,
eudyptula minor,SAM,Noarlunga,South Australia,Australia,1,m,,
eudyptula minor,SAM,Port Phillip Island,Victoria,Australia,1,f,,
eudyptula minor,SAM,Henley Beach,South Australia,Australia,1,f,,
eudyptula minor,SAM,Goolwa,South Australia,Australia,1,f,,
eudyptula minor,SAM,Cape Jervis,South Australia,Australia,1,f,,
eudyptula minor,SAM,South Neptune Island,South Australia,Australia,1,f,,
eudyptula minor,SAM,Normanville,South Australia,Australia,1,f,,
eudyptula minor,SAM,Glenelg,South Australia,Australia,1,f,,
eudyptula minor,SAM,Brighton,South Australia,Australia,2,f,,
eudyptula minor,SAM,St Vincent Gulf,South Australia,Australia,1,f,,
eudyptula minor,SAM,Seacliffe,South Australia,Australia,1,f,,
eudyptula minor,SAM,Waitpinga,South Australia,Australia,1,f,,
eudyptula minor,AM,Muriwai,,New Zealand,2,m,,
eudyptula minor,AM,Turanga,,New Zealand,1,m,,
eudyptula minor,AM,Lord Howe Island,New South Wales,Australia,1,m,,
eudyptula minor,AM,Lord Howe Island,New South Wales,Australia,1,f,hybrid sub,hybrid sub
eudyptula minor,AM,King George South,Western Australia,Australia,1,f,,
eudyptula minor,AM,Montague Island,New South Wales,Australia,1,f,,
eudyptula minor,AM,Five Island,New South Wales,Australia,3,f,,
eudyptula minor,AM,Lane Cove,New South Wales,Australia,1,m,,
eudyptula minor,AM,Collaroy,New South Wales,Australia,1,m,,
eudyptula minor,AM,Gosford,New South Wales,Australia,1,m,,captive
eudyptula minor,AM,Gosford,New South Wales,Australia,2,f,,captive
eudyptula minor,AM,Cabbage Tree Island,New South Wales,Australia,3,m,,
eudyptula minor,AM,Cabbage Tree Island,New South Wales,Australia,2,f,,
eudyptula minor,AM,Kirribilli,New South Wales,Australia,1,m,,
eudyptula minor,AM,Cronulla,New South Wales,Australia,1,m,,
eudyptula minor,AM,Maroubra,New South Wales,Australia,1,m,,
eudyptula minor,AM,Bondi,New South Wales,Australia,2,f,,
eudyptula minor,AM,Manly,New South Wales,Australia,1,f,,
eudyptula minor,AM,Coffs Harbour,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Cabbage Tree Island,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Collaroy,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Lane Cove,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Cronulla,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Werri Beach,New South Wales,Australia,1,m,,ads
eudyptula minor,AM,Norah Head,New South Wales,Australia,2,f,,ads
eudyptula minor,AM,Cabbage Tree Island,New South Wales,Australia,2,f,,ads
eudyptula minor,AM,Gosford,New South Wales,Australia,2,f,,ads
eudyptula minor,AM,Manly,New South Wales,Australia,1,f,,
eudyptula minor,AM,Taronga,New South Wales,Australia,1,f,,
eudyptula minor,AM,Bulli,New South Wales,Australia,1,f,,
eudyptula minor,AM,Solitary Islands,New South Wales,Australia,1,f,,
eudyptula minor,AM,Five Island,New South Wales,Australia,3,f,,
eudyptula minor,AM,Montague Island,New South Wales,Australia,1,f,,
eudyptula minor,AM,Werri Beach,New South Wales,Australia,1,f,,
eudyptula minor,AM,Eden,New South Wales,Australia,1,f,,
eudyptula minor,AM,King George Sound,,Australia,1,f,,either WA or Tas
eudyptula minor,Canterbury,,,,1,m,nominate minor,
eudyptula minor,Canterbury,Titahi Bay,,New Zealand,1,m,iredalei,mostly iredalei
eudyptula minor,Canterbury,Wikanae,,New Zealand,1,m,iredalei,mostly iredalei
eudyptula minor,Canterbury,Cook Strait,,New Zealand,1,m,iredalei,mostly iredalei
eudyptula minor,Canterbury,Plimmerton,,New Zealand,1,m,iredalei,mostly iredalei
eudyptula minor,Canterbury,Canterbury,,New Zealand,1,m,albosignata,mostly albosignata
eudyptula minor,Canterbury,New Brighton,,New Zealand,1,m,albosignata,mostly albosignata
eudyptula minor,Canterbury,South Brighton,,New Zealand,1,m,albosignata,mostly albosignata
eudyptula minor,Canterbury,Hopai,,New Zealand,1,f,albosignata,mostly albosignata
eudyptula minor,Canterbury,Diamond Harbour,,New Zealand,1,f,albosignata,mostly albosignata
eudyptula minor,Canterbury,New Brighton,,New Zealand,2,f,albosignata,mostly albosignata
eudyptula minor,Canterbury,"Sumner, Canterbury",,New Zealand,2,f,albosignata,mostly albosignata
eudyptula minor,Canterbury,Christchurch,,New Zealand,2,f,albosignata,mostly albosignata
eudyptula minor,Canterbury,Okains Bay,,New Zealand,1,f,albosignata,mostly albosignata
