species_name,museum_name,location,state,country,n_records,sex,subspecies,notes
Callocephalon fimbriatum,MV,Otway Range,Victoria,Australia,6,f,,
Callocephalon fimbriatum,MV,Beech Forest,Victoria,Australia,1,f,,
Callocephalon fimbriatum,MV,Grampians,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AM,Mangrove Mountain,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,AM,Wallerawang,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,AM,Lithgow,New South Wales,Australia,3,m,,
Callocephalon fimbriatum,AM,Lapstone,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Lawson,New South Wales,Australia,2,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Hazelbrook,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Riverview,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Liverpool,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Appin,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Smithfield,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Yerranderie,New South Wales,Australia,1,m,,notes state Blue Mountains - Colong Yerranderie
Callocephalon fimbriatum,AM,Bowral,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Illawarra,New South Wales,Australia,2,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Nowra,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Mayfield,New South Wales,Australia,4,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Tumut,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Kosciuszko,New South Wales,Australia,1,m,,notes state Blue Mountains
Callocephalon fimbriatum,AM,Mudgee,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Wallerawang,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Lithgow,New South Wales,Australia,3,f,,
Callocephalon fimbriatum,AM,Lawson,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Ku-ring-Gai,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Yerranderie,New South Wales,Australia,1,f,,Colong Yerranderie
Callocephalon fimbriatum,AM,Camden,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Appin,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Cambewarra,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AM,Forrest,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,AM,Curtin,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,AM,East Boyd,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Blue Mountains,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Blue Mountains,New South Wales,Australia,1,m,superior,619462
Callocephalon fimbriatum,AMNH,Shoalhaven River,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Delegate,New South Wales,Australia,2,m,,
Callocephalon fimbriatum,AMNH,Alexandra,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Gippsland,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Warburton,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Ferntree Gully,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Olinda,Victoria,Australia,3,m,,
Callocephalon fimbriatum,AMNH,Selby,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Aura,Victoria,Australia,3,m,,
Callocephalon fimbriatum,AMNH,Shoalhaven River,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Warburton,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Croydon,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Selby,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Seville,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Olinda,Victoria,Australia,2,f,,
Callocephalon fimbriatum,AMNH,Dandenong,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Aura,Victoria,Australia,1,f,,
Callocephalon fimbriatum,AMNH,Lang Lang,Victoria,Australia,5,f,,
Callocephalon fimbriatum,AMNH,Geelong,Victoria,Australia,1,m,,
Callocephalon fimbriatum,AMNH,Lang Lang,Victoria,Australia,2,m,,
Callocephalon fimbriatum,AMNH,King Island,Tasmania,Australia,1,m,,
Callocephalon fimbriatum,AMNH,,Tasmania,Australia,1,m,tasmanica,
Callocephalon fimbriatum,SAMA and SA White,Kalagandoo,South Australia,Australia,1,m,,"written as 'Mosquito Pass, Kalagandoo'"
Callocephalon fimbriatum,SAMA and SA White,Lorne,Victoria,Australia,1,m,,
Callocephalon fimbriatum,SAMA and SA White,Yinnar,Victoria,Australia,1,m,,
Callocephalon fimbriatum,SAMA and SA White,Glenaroua,Victoria,Australia,1,m,,
Callocephalon fimbriatum,SAMA and SA White,Wangaratta,Victoria,Australia,1,m,,
Callocephalon fimbriatum,SAMA and SA White,Buchan,Victoria,Australia,3,m,,
Callocephalon fimbriatum,SAMA and SA White,Mallacoota,Victoria,Australia,3,m,,
Callocephalon fimbriatum,SAMA and SA White,Sassafras,Victoria,Australia,1,m,,
Callocephalon fimbriatum,SAMA and SA White,Cape Otway,Victoria,Australia,1,f,,
Callocephalon fimbriatum,SAMA and SA White,Bayswater,Victoria,Australia,1,f,,
Callocephalon fimbriatum,SAMA and SA White,Selby,Victoria,Australia,2,f,,
Callocephalon fimbriatum,SAMA and SA White,Lang Lang,Victoria,Australia,2,f,,
Callocephalon fimbriatum,SAMA and SA White,Glenaroua,Victoria,Australia,1,f,,
Callocephalon fimbriatum,SAMA and SA White,Wangaratta,Victoria,Australia,1,f,,
Callocephalon fimbriatum,SAMA and SA White,Buchan,Victoria,Australia,2,f,,
Callocephalon fimbriatum,SAMA and SA White,Gippsland,Victoria,Australia,1,f,,
Callocephalon fimbriatum,SAMA and SA White,Mallacoota,Victoria,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Newcastle,New South Wales,Australia,2,m,,sth N Newcastle - illegible
Callocephalon fimbriatum,ANWC,Beecroft,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,ANWC,Bundanoon,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,ANWC,Gungahlin,Australian Capital Territory,Australia,1,m,,
Callocephalon fimbriatum,ANWC,Canberra,Australian Capital Territory,Australia,2,m,,
Callocephalon fimbriatum,ANWC,Tin Mine Falls,New South Wales,Australia,1,m,,Koscuiszko National Park - written Tin Mine KNP
Callocephalon fimbriatum,ANWC,Kosciuszko National Park,New South Wales,Australia,1,m,,Koscuiszko National Park - written Indi Trail KNP
Callocephalon fimbriatum,ANWC,Kosciuszko National Park,New South Wales,Australia,1,m,,Koscuiszko National Park - written Snowy Plains KNP
Callocephalon fimbriatum,ANWC,,New South Wales,Australia,2,m,,loc unclear - Salduk Pass?
Callocephalon fimbriatum,ANWC,Thredbo,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,ANWC,Pinch River,New South Wales,Australia,1,m,,
Callocephalon fimbriatum,ANWC,Bruthen,Victoria,Australia,1,m,,
Callocephalon fimbriatum,ANWC,"Wait-a-while Road, Otway",Victoria,Australia,1,m,,written Wait a While Otway SF/SE
Callocephalon fimbriatum,ANWC,Cavendish,Victoria,Australia,1,m,,Cavendish SW Grampians
Callocephalon fimbriatum,ANWC,Ulladulla,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Braidwood,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Duntroon,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Watson,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Gungahlin,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Red Hill,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Tuggeranong,Australian Capital Territory,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Wee Jasper,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Mount Coree,New South Wales,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Kosciuszko National Park,New South Wales,Australia,1,f,,Koscuiszko National Park - written Indi Trail KNP
Callocephalon fimbriatum,ANWC,Kosciuszko National Park,New South Wales,Australia,1,f,,Koscuiszko National Park - written Snowy Plains KNP
Callocephalon fimbriatum,ANWC,Bruthen,Victoria,Australia,1,f,,
Callocephalon fimbriatum,ANWC,Cavendish,Victoria,Australia,1,f,,Cavendish SW Grampians
Callocephalon fimbriatum,QM,,Victoria,Australia,1,m,,
Callocephalon fimbriatum,QM,Parker River,Victoria,Australia,1,m,,
Callocephalon fimbriatum,QM,,Victoria,Australia,1,f,,
Callocephalon fimbriatum,QM,Heytesbury,Victoria,Australia,1,f,,
