"","species_name","museum_name","location","state","country","sex","subspecies","notes","place","lat","lon"
"312","eudyptula minor","SAM","South Neptune Island","South Australia","Australia","m","","","South Neptune Island, South Australia, Australia",NA,NA
"313","eudyptula minor","SAM","Robe","South Australia","Australia","m","","","Robe, South Australia, Australia",-37.1861992,139.9955285
"314","eudyptula minor","SAM","Encounter Bay","South Australia","Australia","m","","","Encounter Bay, South Australia, Australia",-35.57341,138.75155
"315","eudyptula minor","SAM","Outer Harbor","South Australia","Australia","m","","","Outer Harbor, South Australia, Australia",-34.7727146,138.4981585
"316","eudyptula minor","SAM","Semaphore","South Australia","Australia","m","","","Semaphore, South Australia, Australia",-34.8389257,138.4828377
"317","eudyptula minor","SAM","Brighton","South Australia","Australia","m","","","Brighton, South Australia, Australia",-35.0184242,138.5223596
"318","eudyptula minor","SAM","Noarlunga","South Australia","Australia","m","","","Noarlunga, South Australia, Australia",-35.1500622,138.4698986
"319","eudyptula minor","SAM","Port Phillip Island","Victoria","Australia","f","","","Port Phillip Island, Victoria, Australia",-38.2453395,144.6521799
"320","eudyptula minor","SAM","Henley Beach","South Australia","Australia","f","","","Henley Beach, South Australia, Australia",-34.9158802,138.4986953
"321","eudyptula minor","SAM","Goolwa","South Australia","Australia","f","","","Goolwa, South Australia, Australia",-35.5020818,138.7820507
"322","eudyptula minor","SAM","Cape Jervis","South Australia","Australia","f","","","Cape Jervis, South Australia, Australia",-35.6061685,138.1053486
"323","eudyptula minor","SAM","South Neptune Island","South Australia","Australia","f","","","South Neptune Island, South Australia, Australia",NA,NA
"324","eudyptula minor","SAM","Normanville","South Australia","Australia","f","","","Normanville, South Australia, Australia",-35.4446851,138.3174968
"325","eudyptula minor","SAM","Glenelg","South Australia","Australia","f","","","Glenelg, South Australia, Australia",-34.9803673,138.5143342
"326","eudyptula minor","SAM","Brighton","South Australia","Australia","f","","","Brighton, South Australia, Australia",-35.0184242,138.5223596
"327","eudyptula minor","SAM","Brighton","South Australia","Australia","f","","","Brighton, South Australia, Australia",-35.0184242,138.5223596
"328","eudyptula minor","SAM","St Vincent Gulf","South Australia","Australia","f","","","St Vincent Gulf, South Australia, Australia",-34.8883447,138.150942
"329","eudyptula minor","SAM","Seacliffe","South Australia","Australia","f","","","Seacliffe, South Australia, Australia",NA,NA
"330","eudyptula minor","SAM","Waitpinga","South Australia","Australia","f","","","Waitpinga, South Australia, Australia",-35.5971658,138.5133742
"331","eudyptula minor","AM","Muriwai","","New Zealand","m","","","Muriwai, , New Zealand",-36.8249997,174.4387813
"332","eudyptula minor","AM","Muriwai","","New Zealand","m","","","Muriwai, , New Zealand",-36.8249997,174.4387813
"333","eudyptula minor","AM","Turanga","","New Zealand","m","","","Turanga, , New Zealand",-39.4494509,174.5498373
"334","eudyptula minor","AM","Lord Howe Island","New South Wales","Australia","m","","","Lord Howe Island, New South Wales, Australia",-31.5540166,159.0856256
"335","eudyptula minor","AM","Lord Howe Island","New South Wales","Australia","f","hybrid sub","hybrid sub","Lord Howe Island, New South Wales, Australia",-31.5540166,159.0856256
"336","eudyptula minor","AM","King George South","Western Australia","Australia","f","","","King George South, Western Australia, Australia",-31.9801655,115.8879968
"337","eudyptula minor","AM","Montague Island","New South Wales","Australia","f","","","Montague Island, New South Wales, Australia",-36.2510844,150.2266057
"338","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"339","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"340","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"341","eudyptula minor","AM","Lane Cove","New South Wales","Australia","m","","","Lane Cove, New South Wales, Australia",-33.8232026,151.1697156
"342","eudyptula minor","AM","Collaroy","New South Wales","Australia","m","","","Collaroy, New South Wales, Australia",-33.7382194,151.2996618
"343","eudyptula minor","AM","Gosford","New South Wales","Australia","m","","captive","Gosford, New South Wales, Australia",-33.4240979,151.3411475
"344","eudyptula minor","AM","Gosford","New South Wales","Australia","f","","captive","Gosford, New South Wales, Australia",-33.4240979,151.3411475
"345","eudyptula minor","AM","Gosford","New South Wales","Australia","f","","captive","Gosford, New South Wales, Australia",-33.4240979,151.3411475
"346","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","m","","","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"347","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","m","","","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"348","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","m","","","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"349","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","f","","","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"350","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","f","","","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"351","eudyptula minor","AM","Kirribilli","New South Wales","Australia","m","","","Kirribilli, New South Wales, Australia",-33.8476659,151.2158138
"352","eudyptula minor","AM","Cronulla","New South Wales","Australia","m","","","Cronulla, New South Wales, Australia",-34.0575259,151.1523851
"353","eudyptula minor","AM","Maroubra","New South Wales","Australia","m","","","Maroubra, New South Wales, Australia",-33.9453441,151.2456824
"354","eudyptula minor","AM","Bondi","New South Wales","Australia","f","","","Bondi, New South Wales, Australia",-33.8930556,151.2633333
"355","eudyptula minor","AM","Bondi","New South Wales","Australia","f","","","Bondi, New South Wales, Australia",-33.8930556,151.2633333
"356","eudyptula minor","AM","Manly","New South Wales","Australia","f","","","Manly, New South Wales, Australia",-33.7971937,151.2879845
"357","eudyptula minor","AM","Coffs Harbour","New South Wales","Australia","m","","ads","Coffs Harbour, New South Wales, Australia",-30.2962407,153.1135293
"358","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","m","","ads","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"359","eudyptula minor","AM","Collaroy","New South Wales","Australia","m","","ads","Collaroy, New South Wales, Australia",-33.7382194,151.2996618
"360","eudyptula minor","AM","Lane Cove","New South Wales","Australia","m","","ads","Lane Cove, New South Wales, Australia",-33.8232026,151.1697156
"361","eudyptula minor","AM","Cronulla","New South Wales","Australia","m","","ads","Cronulla, New South Wales, Australia",-34.0575259,151.1523851
"362","eudyptula minor","AM","Werri Beach","New South Wales","Australia","m","","ads","Werri Beach, New South Wales, Australia",-34.7318,150.8346
"363","eudyptula minor","AM","Norah Head","New South Wales","Australia","f","","ads","Norah Head, New South Wales, Australia",-33.2816667,151.5677778
"364","eudyptula minor","AM","Norah Head","New South Wales","Australia","f","","ads","Norah Head, New South Wales, Australia",-33.2816667,151.5677778
"365","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","f","","ads","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"366","eudyptula minor","AM","Cabbage Tree Island","New South Wales","Australia","f","","ads","Cabbage Tree Island, New South Wales, Australia",-31.9524585,152.5974961
"367","eudyptula minor","AM","Gosford","New South Wales","Australia","f","","ads","Gosford, New South Wales, Australia",-33.4240979,151.3411475
"368","eudyptula minor","AM","Gosford","New South Wales","Australia","f","","ads","Gosford, New South Wales, Australia",-33.4240979,151.3411475
"369","eudyptula minor","AM","Manly","New South Wales","Australia","f","","","Manly, New South Wales, Australia",-33.7971937,151.2879845
"370","eudyptula minor","AM","Taronga","New South Wales","Australia","f","","","Taronga, New South Wales, Australia",-30.8236544,150.6076847
"371","eudyptula minor","AM","Bulli","New South Wales","Australia","f","","","Bulli, New South Wales, Australia",-34.3329033,150.9125015
"372","eudyptula minor","AM","Solitary Islands","New South Wales","Australia","f","","","Solitary Islands, New South Wales, Australia",-30.2405186,153.1805803
"373","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"374","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"375","eudyptula minor","AM","Five Island","New South Wales","Australia","f","","","Five Island, New South Wales, Australia",NA,NA
"376","eudyptula minor","AM","Montague Island","New South Wales","Australia","f","","","Montague Island, New South Wales, Australia",-36.2510844,150.2266057
"377","eudyptula minor","AM","Werri Beach","New South Wales","Australia","f","","","Werri Beach, New South Wales, Australia",-34.7318,150.8346
"378","eudyptula minor","AM","Eden","New South Wales","Australia","f","","","Eden, New South Wales, Australia",-37.0640494,149.9035118
"379","eudyptula minor","AM","King George Sound","","Australia","f","","either WA or Tas","King George Sound, , Australia",-35.04804,117.97675
"380","eudyptula minor","Canterbury","","","","m","nominate minor","",", , ",NA,NA
"381","eudyptula minor","Canterbury","Titahi Bay","","New Zealand","m","iredalei","mostly iredalei","Titahi Bay, , New Zealand",-41.1086925,174.8374978
"382","eudyptula minor","Canterbury","Wikanae","","New Zealand","m","iredalei","mostly iredalei","Wikanae, , New Zealand",NA,NA
"383","eudyptula minor","Canterbury","Cook Strait","","New Zealand","m","iredalei","mostly iredalei","Cook Strait, , New Zealand",-41.1976586,174.5445093
"384","eudyptula minor","Canterbury","Plimmerton","","New Zealand","m","iredalei","mostly iredalei","Plimmerton, , New Zealand",-41.0819811,174.8652978
"385","eudyptula minor","Canterbury","Canterbury","","New Zealand","m","albosignata","mostly albosignata","Canterbury, , New Zealand",-43.4941762,171.8098448
"386","eudyptula minor","Canterbury","New Brighton","","New Zealand","m","albosignata","mostly albosignata","New Brighton, , New Zealand",-43.5068756,172.726317
"387","eudyptula minor","Canterbury","South Brighton","","New Zealand","m","albosignata","mostly albosignata","South Brighton, , New Zealand",-43.5301603,172.7365083
"388","eudyptula minor","Canterbury","Hopai","","New Zealand","f","albosignata","mostly albosignata","Hopai, , New Zealand",-41.1055708,173.9865329
"389","eudyptula minor","Canterbury","Diamond Harbour","","New Zealand","f","albosignata","mostly albosignata","Diamond Harbour, , New Zealand",-43.6271963,172.7399332
"390","eudyptula minor","Canterbury","New Brighton","","New Zealand","f","albosignata","mostly albosignata","New Brighton, , New Zealand",-43.5068756,172.726317
"391","eudyptula minor","Canterbury","New Brighton","","New Zealand","f","albosignata","mostly albosignata","New Brighton, , New Zealand",-43.5068756,172.726317
"392","eudyptula minor","Canterbury","Sumner, Canterbury","","New Zealand","f","albosignata","mostly albosignata","Sumner, Canterbury, , New Zealand",-43.5684808,172.7590631
"393","eudyptula minor","Canterbury","Sumner, Canterbury","","New Zealand","f","albosignata","mostly albosignata","Sumner, Canterbury, , New Zealand",-43.5684808,172.7590631
"394","eudyptula minor","Canterbury","Christchurch","","New Zealand","f","albosignata","mostly albosignata","Christchurch, , New Zealand",-43.530955,172.6364343
"395","eudyptula minor","Canterbury","Christchurch","","New Zealand","f","albosignata","mostly albosignata","Christchurch, , New Zealand",-43.530955,172.6364343
"396","eudyptula minor","Canterbury","Okains Bay","","New Zealand","f","albosignata","mostly albosignata","Okains Bay, , New Zealand",-43.7096655,173.0424226
