"","species_name","museum_name","location","state","country","sex","subspecies","notes","extra_notes","place","lat","lon"
"363","Trichoglossus haematodus","AMNH","Somerset","Queensland","Australia","m","moluccanus","","","Somerset, Queensland, Australia",-27.011503,152.4472049
"364","Trichoglossus haematodus","AMNH","Cape York","Queensland","Australia","m","moluccanus","","","Cape York, Queensland, Australia",-10.6871474,142.5315554
"365","Trichoglossus haematodus","AMNH","Cape York","Queensland","Australia","m","moluccanus","","","Cape York, Queensland, Australia",-10.6871474,142.5315554
"366","Trichoglossus haematodus","AMNH","Cape York","Queensland","Australia","m","moluccanus","","","Cape York, Queensland, Australia",-10.6871474,142.5315554
"367","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"368","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"369","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"370","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"371","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"372","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"373","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"374","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"375","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"376","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","m","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"377","Trichoglossus haematodus","AMNH","Skull Creek","Queensland","Australia","m","moluccanus","","","Skull Creek, Queensland, Australia",-25.119827,150.6254875
"378","Trichoglossus haematodus","AMNH","Lynd River / Pinnacle Creek","Queensland","Australia","m","moluccanus","","","Lynd River / Pinnacle Creek, Queensland, Australia",NA,NA
"379","Trichoglossus haematodus","AMNH","Cooktown","Queensland","Australia","m","moluccanus","","","Cooktown, Queensland, Australia",-15.3718125,144.9028573
"380","Trichoglossus haematodus","AMNH","Cooktown","Queensland","Australia","m","moluccanus","","","Cooktown, Queensland, Australia",-15.3718125,144.9028573
"381","Trichoglossus haematodus","AMNH","Almaden","Queensland","Australia","m","moluccanus","","","Almaden, Queensland, Australia",-17.422809,144.6478726
"382","Trichoglossus haematodus","AMNH","Cairns","Queensland","Australia","m","moluccanus","","","Cairns, Queensland, Australia",-16.9206657,145.7721854
"383","Trichoglossus haematodus","AMNH","Mount Sapphire","Queensland","Australia","m","moluccanus","","","Mount Sapphire, Queensland, Australia",NA,NA
"384","Trichoglossus haematodus","AMNH","Mount Sapphire","Queensland","Australia","m","moluccanus","","","Mount Sapphire, Queensland, Australia",NA,NA
"385","Trichoglossus haematodus","AMNH","Mount Sapphire","Queensland","Australia","m","moluccanus","","","Mount Sapphire, Queensland, Australia",NA,NA
"386","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","m","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"387","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","m","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"388","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","m","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"389","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","m","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"390","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","m","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"391","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","m","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"392","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","m","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"393","Trichoglossus haematodus","AMNH","Bellenden Ker","Queensland","Australia","m","moluccanus","","","Bellenden Ker, Queensland, Australia",-17.27521,145.9252168
"394","Trichoglossus haematodus","AMNH","Bellenden Ker","Queensland","Australia","m","moluccanus","","","Bellenden Ker, Queensland, Australia",-17.27521,145.9252168
"395","Trichoglossus haematodus","AMNH","Bellenden Ker","Queensland","Australia","m","moluccanus","","","Bellenden Ker, Queensland, Australia",-17.27521,145.9252168
"396","Trichoglossus haematodus","AMNH","Coomooboolaroo","Queensland","Australia","m","moluccanus","homestead in Coomoo","","Coomooboolaroo, Queensland, Australia",NA,NA
"397","Trichoglossus haematodus","AMNH","Coomooboolaroo","Queensland","Australia","m","moluccanus","homestead in Coomoo","","Coomooboolaroo, Queensland, Australia",NA,NA
"398","Trichoglossus haematodus","AMNH","Westwood","Queensland","Australia","m","moluccanus","","","Westwood, Queensland, Australia",-23.6225269,150.1555699
"399","Trichoglossus haematodus","AMNH","Carnavon","Western Australia","Australia","m","moluccanus","Carnavon River","","Carnavon, Western Australia, Australia",-24.8842685,113.6588118
"400","Trichoglossus haematodus","AMNH","Richmond River","New South Wales","Australia","m","moluccanus","","","Richmond River, New South Wales, Australia",-28.9333778,153.4862425
"401","Trichoglossus haematodus","AMNH","Richmond River","New South Wales","Australia","m","moluccanus","","","Richmond River, New South Wales, Australia",-28.9333778,153.4862425
"402","Trichoglossus haematodus","AMNH","Richmond River","New South Wales","Australia","m","moluccanus","","","Richmond River, New South Wales, Australia",-28.9333778,153.4862425
"403","Trichoglossus haematodus","AMNH","Richmond River","New South Wales","Australia","m","moluccanus","","","Richmond River, New South Wales, Australia",-28.9333778,153.4862425
"404","Trichoglossus haematodus","AMNH","Wardell","New South Wales","Australia","m","moluccanus","","","Wardell, New South Wales, Australia",-28.9483333,153.4677778
"405","Trichoglossus haematodus","AMNH","Sydney","New South Wales","Australia","m","moluccanus","nr. Sydney","","Sydney, New South Wales, Australia",-33.8698439,151.2082848
"406","Trichoglossus haematodus","AMNH","Sydney","New South Wales","Australia","m","moluccanus","nr. Sydney","","Sydney, New South Wales, Australia",-33.8698439,151.2082848
"407","Trichoglossus haematodus","AMNH","Sydney","New South Wales","Australia","m","moluccanus","nr. Sydney","","Sydney, New South Wales, Australia",-33.8698439,151.2082848
"408","Trichoglossus haematodus","AMNH","Sydney","New South Wales","Australia","m","moluccanus","nr. Sydney","","Sydney, New South Wales, Australia",-33.8698439,151.2082848
"409","Trichoglossus haematodus","AMNH","Hawkesbury River","New South Wales","Australia","m","moluccanus","","","Hawkesbury River, New South Wales, Australia",-33.5038702,150.9274931
"410","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","m","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"411","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","m","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"412","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","m","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"413","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","m","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"414","Trichoglossus haematodus","AMNH","Blacktown","New South Wales","Australia","m","moluccanus","","","Blacktown, New South Wales, Australia",-33.7401885,150.8648355
"415","Trichoglossus haematodus","AMNH","Castlemaine","Victoria","Australia","m","moluccanus","","","Castlemaine, Victoria, Australia",-37.0591975,144.2164447
"416","Trichoglossus haematodus","AMNH","Hamilton","Victoria","Australia","m","moluccanus","","","Hamilton, Victoria, Australia",-37.7433872,142.0242865
"417","Trichoglossus haematodus","AMNH","","South Australia","Australia","m","moluccanus","loc unclear - Warrupa?","",", South Australia, Australia",-30.5343665,135.6301212
"418","Trichoglossus haematodus","AMNH","Blackwood","South Australia","Australia","m","moluccanus","","","Blackwood, South Australia, Australia",-35.0223835,138.6128068
"419","Trichoglossus haematodus","AMNH","Kangaroo Island","South Australia","Australia","m","moluccanus","","","Kangaroo Island, South Australia, Australia",-35.8182635,137.1566125
"420","Trichoglossus haematodus","AMNH","Port Lincoln","South Australia","Australia","m","moluccanus","","","Port Lincoln, South Australia, Australia",-34.7211905,135.8592218
"421","Trichoglossus haematodus","AMNH","Somerset","Queensland","Australia","f","moluccanus","","","Somerset, Queensland, Australia",-27.011503,152.4472049
"422","Trichoglossus haematodus","AMNH","Cape York","Queensland","Australia","f","moluccanus","","","Cape York, Queensland, Australia",-10.6871474,142.5315554
"423","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","f","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"424","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","f","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"425","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","f","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"426","Trichoglossus haematodus","AMNH","Utingu","Queensland","Australia","f","moluccanus","","","Utingu, Queensland, Australia",NA,NA
"427","Trichoglossus haematodus","AMNH","Skull Creek","Queensland","Australia","f","moluccanus","","","Skull Creek, Queensland, Australia",-25.119827,150.6254875
"428","Trichoglossus haematodus","AMNH","Lynd River / Pinnacle Creek","Queensland","Australia","f","moluccanus","","","Lynd River / Pinnacle Creek, Queensland, Australia",NA,NA
"429","Trichoglossus haematodus","AMNH","Wrotham Park","Queensland","Australia","f","moluccanus","","","Wrotham Park, Queensland, Australia",-16.6583004,144.0019989
"430","Trichoglossus haematodus","AMNH","Mount Surprise","Queensland","Australia","f","moluccanus","","","Mount Surprise, Queensland, Australia",-18.1402567,144.2880167
"431","Trichoglossus haematodus","AMNH","Einasleigh","Queensland","Australia","f","moluccanus","","","Einasleigh, Queensland, Australia",-18.5139714,144.0936324
"432","Trichoglossus haematodus","AMNH","Einasleigh","Queensland","Australia","f","moluccanus","","","Einasleigh, Queensland, Australia",-18.5139714,144.0936324
"433","Trichoglossus haematodus","AMNH","Cairns","Queensland","Australia","f","moluccanus","","","Cairns, Queensland, Australia",-16.9206657,145.7721854
"434","Trichoglossus haematodus","AMNH","Cairns","Queensland","Australia","f","moluccanus","","","Cairns, Queensland, Australia",-16.9206657,145.7721854
"435","Trichoglossus haematodus","AMNH","Cairns","Queensland","Australia","f","moluccanus","","","Cairns, Queensland, Australia",-16.9206657,145.7721854
"436","Trichoglossus haematodus","AMNH","Mount Sapphire","Queensland","Australia","f","moluccanus","","","Mount Sapphire, Queensland, Australia",NA,NA
"437","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","f","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"438","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","f","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"439","Trichoglossus haematodus","AMNH","Atherton","Queensland","Australia","f","moluccanus","","","Atherton, Queensland, Australia",-17.2674058,145.4761663
"440","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","f","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"441","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","f","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"442","Trichoglossus haematodus","AMNH","Babinda Creek","Queensland","Australia","f","moluccanus","","","Babinda Creek, Queensland, Australia",-17.3500931,145.8559035
"443","Trichoglossus haematodus","AMNH","Burra","Queensland","Australia","f","moluccanus","loc unclear","","Burra, Queensland, Australia",-28.203099,153.1775441
"444","Trichoglossus haematodus","AMNH","Charters Towers","Queensland","Australia","f","moluccanus","","","Charters Towers, Queensland, Australia",-20.0714089,146.2709824
"445","Trichoglossus haematodus","AMNH","Inkerman","South Australia","Australia","f","moluccanus","","","Inkerman, South Australia, Australia",-34.2815183,138.2598063
"446","Trichoglossus haematodus","AMNH","Inkerman","South Australia","Australia","f","moluccanus","","","Inkerman, South Australia, Australia",-34.2815183,138.2598063
"447","Trichoglossus haematodus","AMNH","Mackay","Queensland","Australia","","moluccanus","","","Mackay, Queensland, Australia",-21.141956,149.1865149
"448","Trichoglossus haematodus","AMNH","Mackay","Queensland","Australia","","moluccanus","","","Mackay, Queensland, Australia",-21.141956,149.1865149
"449","Trichoglossus haematodus","AMNH","Mackay","Queensland","Australia","","moluccanus","","","Mackay, Queensland, Australia",-21.141956,149.1865149
"450","Trichoglossus haematodus","AMNH","Mackay","Queensland","Australia","","moluccanus","","","Mackay, Queensland, Australia",-21.141956,149.1865149
"451","Trichoglossus haematodus","AMNH","Brisbane","Queensland","Australia","f","moluccanus","","","Brisbane, Queensland, Australia",-27.4689682,153.0234991
"452","Trichoglossus haematodus","AMNH","Tweed River","New South Wales","Australia","f","moluccanus","","","Tweed River, New South Wales, Australia",-28.3600141,153.3559534
"453","Trichoglossus haematodus","AMNH","Wardell","New South Wales","Australia","f","moluccanus","","","Wardell, New South Wales, Australia",-28.9483333,153.4677778
"454","Trichoglossus haematodus","AMNH","Richmond River","New South Wales","Australia","f","moluccanus","","","Richmond River, New South Wales, Australia",-28.9333778,153.4862425
"455","Trichoglossus haematodus","AMNH","Hawkesbury River","New South Wales","Australia","f","moluccanus","","","Hawkesbury River, New South Wales, Australia",-33.5038702,150.9274931
"456","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","f","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"457","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","f","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"458","Trichoglossus haematodus","AMNH","Minto","New South Wales","Australia","f","moluccanus","","","Minto, New South Wales, Australia",-34.0316667,150.8511111
"459","Trichoglossus haematodus","AMNH","Blacktown","New South Wales","Australia","f","moluccanus","","","Blacktown, New South Wales, Australia",-33.7401885,150.8648355
"460","Trichoglossus haematodus","RMNH","Walter","","","m","capistratus","Loc unclear","","Walter, , ",49.28462,22.2998
"461","Trichoglossus haematodus","RMNH","Walter","","","m","capistratus","Loc unclear","","Walter, , ",49.28462,22.2998
"462","Trichoglossus haematodus","RMNH","Walter","","","m","capistratus","Loc unclear","","Walter, , ",49.28462,22.2998
"463","Trichoglossus haematodus","RMNH","Walter","","","m","capistratus","Loc unclear","","Walter, , ",49.28462,22.2998
"464","Trichoglossus haematodus","RMNH","Walter","","","m","capistratus","Loc unclear","","Walter, , ",49.28462,22.2998
"465","Trichoglossus haematodus","RMNH","","Timor","","m","capistratus","loc unclear","",", Timor, ",-9.3460171,124.6370774
"466","Trichoglossus haematodus","RMNH","","Timor","","m","capistratus","loc unclear","",", Timor, ",-9.3460171,124.6370774
"467","Trichoglossus haematodus","RMNH","","Timor","","m","capistratus","loc unclear","",", Timor, ",-9.3460171,124.6370774
"468","Trichoglossus haematodus","RMNH","","Timor","","m","capistratus","loc unclear","",", Timor, ",-9.3460171,124.6370774
"469","Trichoglossus haematodus","RMNH","","Timor","","m","capistratus","loc unclear","",", Timor, ",-9.3460171,124.6370774
"470","Trichoglossus haematodus","RMNH","","Lombok","Indonesia","m","forsteni","","",", Lombok, Indonesia",-8.5835637,116.3580819
"471","Trichoglossus haematodus","RMNH","Bratan","Bali","Indonesia","m","forsteni","","","Bratan, Bali, Indonesia",-8.2735011,115.175345
"472","Trichoglossus haematodus","RMNH","Bratan","Bali","Indonesia","m","forsteni","","","Bratan, Bali, Indonesia",-8.2735011,115.175345
"473","Trichoglossus haematodus","RMNH","Bratan","Bali","Indonesia","f","forsteni","","","Bratan, Bali, Indonesia",-8.2735011,115.175345
"474","Trichoglossus haematodus","RMNH","","Sumbawa","Indonesia","","forsteni","","",", Sumbawa, Indonesia",-8.5949025,117.2716068
"475","Trichoglossus haematodus","RMNH","","Sumbawa","Indonesia","","forsteni","","",", Sumbawa, Indonesia",-8.5949025,117.2716068
"476","Trichoglossus haematodus","RMNH","","Tanahjampea","Indonesia","m","forsteni","","",", Tanahjampea, Indonesia",-7.073666,120.6694283
"477","Trichoglossus haematodus","RMNH","Biak","","Indonesia","f","rosenbergii","","","Biak, , Indonesia",-1.1836086,136.0816321
"478","Trichoglossus haematodus","RMNH","Biak","","Indonesia","f","rosenbergii","","","Biak, , Indonesia",-1.1836086,136.0816321
"479","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"480","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"481","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"482","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"483","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"484","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"485","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"486","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"487","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"488","Trichoglossus haematodus","RMNH","Flores","","Indonesia","m","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"489","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"490","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"491","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"492","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"493","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"494","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"495","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"496","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"497","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"498","Trichoglossus haematodus","RMNH","Flores","","Indonesia","f","weberi","","","Flores, , Indonesia",-8.5099861,120.5981501
"499","Trichoglossus haematodus","RMNH","Kloofbivak","","Indonesia","","intermedius","","","Kloofbivak, , Indonesia",NA,NA
"500","Trichoglossus haematodus","RMNH","","","","m","intermedius","loc unclear - Klupperkreek?","",", , ",NA,NA
"501","Trichoglossus haematodus","RMNH","","","","m","intermedius","loc unclear - Deanfort River","",", , ",NA,NA
"502","Trichoglossus haematodus","RMNH","","","","m","intermedius","loc unclear - Noord River","",", , ",NA,NA
"503","Trichoglossus haematodus","RMNH","","","","m","intermedius","loc unclear - Noord River","",", , ",NA,NA
"504","Trichoglossus haematodus","RMNH","","","","m","intermedius","loc unclear - Noord River","",", , ",NA,NA
"505","Trichoglossus haematodus","RMNH","","","","f","intermedius","loc unclear - Noord River","",", , ",NA,NA
"506","Trichoglossus haematodus","RMNH","","","","f","intermedius","loc unclear - Noord River","",", , ",NA,NA
"507","Trichoglossus haematodus","RMNH","","","","f","intermedius","loc unclear - Noord River","",", , ",NA,NA
"508","Trichoglossus haematodus","RMNH","Merauke","","Indonesia","m","intermedius","","","Merauke, , Indonesia",-7.7925193,140.0183252
"509","Trichoglossus haematodus","RMNH","Merauke","","Indonesia","m","intermedius","","","Merauke, , Indonesia",-7.7925193,140.0183252
"510","Trichoglossus haematodus","RMNH","Merauke","","Indonesia","m","intermedius","","","Merauke, , Indonesia",-7.7925193,140.0183252
"511","Trichoglossus haematodus","RMNH","Merauke","","Indonesia","f","intermedius","","","Merauke, , Indonesia",-7.7925193,140.0183252
"512","Trichoglossus haematodus","RMNH","Merauke","","Indonesia","","intermedius","","","Merauke, , Indonesia",-7.7925193,140.0183252
"513","Trichoglossus haematodus","RMNH","Koerik","","Indonesia","m","intermedius","","","Koerik, , Indonesia",NA,NA
"514","Trichoglossus haematodus","RMNH","Koerik","","Indonesia","m","intermedius","","","Koerik, , Indonesia",NA,NA
"515","Trichoglossus haematodus","RMNH","Koerik","","Indonesia","","intermedius","sex possibly f","","Koerik, , Indonesia",NA,NA
"516","Trichoglossus haematodus","RMNH","Koerik","","Indonesia","f","intermedius","","","Koerik, , Indonesia",NA,NA
"517","Trichoglossus haematodus","RMNH","Koerik","","Indonesia","f","intermedius","","","Koerik, , Indonesia",NA,NA
"518","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"519","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"520","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"521","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"522","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"523","Trichoglossus haematodus","RMNH","","","","m","rosenbergii","loc unclear","",", , ",NA,NA
"524","Trichoglossus haematodus","RMNH","","","","f","rosenbergii","loc unclear","",", , ",NA,NA
"525","Trichoglossus haematodus","RMNH","","","","f","rosenbergii","loc unclear","",", , ",NA,NA
"526","Trichoglossus haematodus","RMNH","","","","f","rosenbergii","loc unclear","",", , ",NA,NA
"527","Trichoglossus haematodus","RMNH","Bima","Sumbawa","Indonesia","m","forsteni","","","Bima, Sumbawa, Indonesia",-8.7679751,118.0030944
"528","Trichoglossus haematodus","RMNH","Bima","Sumbawa","Indonesia","f","forsteni","","","Bima, Sumbawa, Indonesia",-8.7679751,118.0030944
"529","Trichoglossus haematodus","ANWC","Bernhard Camp","","New Guinea","m","","West Irian?","","Bernhard Camp, , New Guinea",NA,NA
"530","Trichoglossus haematodus","ANWC","Maprik","","New Guinea","m","","","","Maprik, , New Guinea",NA,NA
"531","Trichoglossus haematodus","ANWC","Ambunti","","New Guinea","m","","","","Ambunti, , New Guinea",NA,NA
"532","Trichoglossus haematodus","ANWC","Hunstein River Valley","","New Guinea","m","","","","Hunstein River Valley, , New Guinea",NA,NA
"533","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"534","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"535","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"536","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"537","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"538","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","m","","","","Uinba, , New Guinea",NA,NA
"539","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","m","","","","Nowata, , New Guinea",NA,NA
"540","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","m","","","","Nowata, , New Guinea",NA,NA
"541","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","m","","","","Nowata, , New Guinea",NA,NA
"542","Trichoglossus haematodus","ANWC","Port Moresby","","New Guinea","m","","","","Port Moresby, , New Guinea",-9.4099744,147.1734397
"543","Trichoglossus haematodus","ANWC","Barakau","","New Guinea","m","","","","Barakau, , New Guinea",NA,NA
"544","Trichoglossus haematodus","ANWC","Putei","","New Guinea","m","","","","Putei, , New Guinea",NA,NA
"545","Trichoglossus haematodus","ANWC","Ravikivau","","New Guinea","m","","","","Ravikivau, , New Guinea",NA,NA
"546","Trichoglossus haematodus","ANWC","Herzog","","New Guinea","m","","Herzogka - illegible word above - Waqay/Wagay","","Herzog, , New Guinea",NA,NA
"547","Trichoglossus haematodus","ANWC","Herzog","","New Guinea","m","","Herzogka - illegible word above - Waqay/Wagay","","Herzog, , New Guinea",NA,NA
"548","Trichoglossus haematodus","ANWC","Herzog","","New Guinea","m","","Herzogka - illegible word above - Waqay/Wagay","","Herzog, , New Guinea",NA,NA
"549","Trichoglossus haematodus","ANWC","Mindik","","New Guinea","m","","illegible word in loc","","Mindik, , New Guinea",NA,NA
"550","Trichoglossus haematodus","ANWC","Agevairu","","New Guinea","m","","loc includes POM","","Agevairu, , New Guinea",NA,NA
"551","Trichoglossus haematodus","ANWC","Agevairu","","New Guinea","m","","loc includes POM","","Agevairu, , New Guinea",NA,NA
"552","Trichoglossus haematodus","ANWC","Ambunti","","New Guinea","f","","","","Ambunti, , New Guinea",NA,NA
"553","Trichoglossus haematodus","ANWC","Ambunti","","New Guinea","f","","","","Ambunti, , New Guinea",NA,NA
"554","Trichoglossus haematodus","ANWC","Hunstein River Valley","","New Guinea","f","","","","Hunstein River Valley, , New Guinea",NA,NA
"555","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","f","","","","Uinba, , New Guinea",NA,NA
"556","Trichoglossus haematodus","ANWC","Uinba","","New Guinea","f","","","","Uinba, , New Guinea",NA,NA
"557","Trichoglossus haematodus","ANWC","Lake Kutubu","","Papua New Guinea","f","","","","Lake Kutubu, , Papua New Guinea",-6.3918917,143.3225218
"558","Trichoglossus haematodus","ANWC","Ihu","","New Guinea","f","","","","Ihu, , New Guinea",NA,NA
"559","Trichoglossus haematodus","ANWC","Putei","","New Guinea","f","","","","Putei, , New Guinea",NA,NA
"560","Trichoglossus haematodus","ANWC","Putei","","New Guinea","f","","","","Putei, , New Guinea",NA,NA
"561","Trichoglossus haematodus","ANWC","Agevairu","","New Guinea","f","","","","Agevairu, , New Guinea",NA,NA
"562","Trichoglossus haematodus","ANWC","Agevairu","","New Guinea","f","","","","Agevairu, , New Guinea",NA,NA
"563","Trichoglossus haematodus","ANWC","Barakau","","New Guinea","f","","","","Barakau, , New Guinea",NA,NA
"564","Trichoglossus haematodus","ANWC","Sogeri","","New Guinea","f","","","","Sogeri, , New Guinea",NA,NA
"565","Trichoglossus haematodus","ANWC","Rigo","","New Guinea","f","","","","Rigo, , New Guinea",NA,NA
"566","Trichoglossus haematodus","ANWC","Rigo","","New Guinea","f","","","","Rigo, , New Guinea",NA,NA
"567","Trichoglossus haematodus","ANWC","Brown River","","New Guinea","f","","","","Brown River, , New Guinea",NA,NA
"568","Trichoglossus haematodus","ANWC","Brown River","","New Guinea","f","","","","Brown River, , New Guinea",NA,NA
"569","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
"570","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
"571","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
"572","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
"573","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
"574","Trichoglossus haematodus","ANWC","Nowata","","New Guinea","f","","","","Nowata, , New Guinea",NA,NA
