"Supplied Name","guid","scientificName","family","kingdom","reportedTaxon","recordID","species","order","family","habitat","class","countryCode_alpha3","isHybrid","country","countryCode_alpha2","phylum","kingdom","isInvasive","establishmentMeans","taxonRank","occurrenceStatus"
"Cryptosula pallasiana (Moll, 1803)","urn:lsid:biodiversity.org.au:afd.taxon:77ab15d4-40d5-42fb-a673-8d3bcd581eed","Cryptosula pallasiana","Cryptosulidae",,"Cryptosula pallasiana (Moll, 1803)","29535","Cryptosula pallasiana","Cheilostomatida","Cryptosulidae","MARINE","Gymnolaemata","AUS","FALSE","Australia","AU","Bryozoa","Animalia","INVASIVE","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Xiphophorus maculatus (Günther, 1866)","urn:lsid:biodiversity.org.au:afd.taxon:99989e2f-a895-4cd4-b024-9e5b3959156f","Xiphophorus maculatus","Poeciliidae",,"Xiphophorus maculatus (Günther, 1866)","101492","Xiphophorus maculatus","Cyprinodontiformes","Poeciliidae","FRESHWATER","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Molgula manhattensis (De Kay, 1843)","urn:lsid:biodiversity.org.au:afd.taxon:07dcdb70-5030-4b12-af21-5eb914cead23","Molgula manhattensis","Molgulidae",,"Molgula manhattensis (De Kay, 1843)","61815","Molgula manhattensis","Stolidobranchia","Molgulidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Dromaius novaehollandiae (Latham, 1790)","urn:lsid:biodiversity.org.au:afd.taxon:c2714924-4fd5-456e-bb04-d23edbcf888f","Dromaius novaehollandiae","Casuariidae",,"Dromaius novaehollandiae (Latham, 1790)","35091","Dromaius novaehollandiae","Casuariiformes","Dromaiidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Botrylloides leachii (Savigny, 1816)","urn:lsid:biodiversity.org.au:afd.taxon:079368ff-c0d9-402f-913f-be66d5a626d6","Botrylloides leachii","Styelidae",,"Botrylloides leachii (Savigny, 1816)","15235","Botrylloides leachii","Stolidobranchia","Styelidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Tridentiger trigonocephalus (Gill, 1859)","urn:lsid:biodiversity.org.au:afd.taxon:9f4ef5f0-7a28-44d0-a263-dea4f05f3cce","Tridentiger trigonocephalus","Gobiidae",,"Tridentiger trigonocephalus (Gill, 1859)","96865","Tridentiger trigonocephalus","Perciformes","Gobiidae","FRESHWATER|BRACKISH|MARINE","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Amphilophus citrinellus (Günther, 1864)","urn:lsid:biodiversity.org.au:afd.taxon:cedf468c-67b6-4111-a70a-2fae667789d8","Amphilophus citrinellus","Cichlidae",,"Amphilophus citrinellus (Günther, 1864)","7777","Amphilophus citrinellus","Perciformes","Cichlidae","FRESHWATER","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Gymnorhina tibicen (Latham, 1802)","urn:lsid:biodiversity.org.au:afd.taxon:4e01d6fd-18c9-4169-92ab-7e6d6d9f023f","Gymnorhina tibicen","Artamidae",,"Gymnorhina tibicen (Latham, 1802)","45332","Gymnorhina tibicen","Passeriformes","Cracticidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Megabalanus coccopoma (Darwin, 1854)","urn:lsid:biodiversity.org.au:afd.taxon:614036fc-8000-4461-978e-10ccc4288d8b","Megabalanus coccopoma","Balanidae",,"Megabalanus coccopoma (Darwin, 1854)","59467","Megabalanus coccopoma","Sessilia","Balanidae","MARINE","Maxillopoda","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Dipolydora giardi (Mesnil, 1893)","urn:lsid:biodiversity.org.au:afd.taxon:96aa7822-2ac4-476d-af75-61170807e389","Dipolydora giardi","Spionidae",,"Dipolydora giardi (Mesnil, 1893)","34604","Dipolydora giardi","Spionida","Spionidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Rocio octofasciata (Regan, 1903)","urn:lsid:biodiversity.org.au:afd.taxon:d090d804-775d-4006-becc-0e1640c455a5","Rocio octofasciata","Cichlidae",,"Cichlasoma octofasciatum (Regan, 1903)","24225","Rocio octofasciata","Perciformes","Cichlidae","FRESHWATER","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Euchone limnicola Reish, 1959","urn:lsid:biodiversity.org.au:afd.taxon:8e8240fd-ba16-44cd-8a65-102369188b58","Euchone limnicola","Sabellidae",,"Euchone limnicola Reish, 1959","39800","Euchone limnicola","Sabellida","Sabellidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Dacelo novaeguineae (Hermann, 1783)","urn:lsid:biodiversity.org.au:afd.taxon:7d8ac40a-bf86-43a1-b1cf-0d98fdd6c29b","Dacelo (Dacelo) novaeguineae","Alcedinidae",,"Dacelo novaeguineae (Hermann, 1783)","31917","Dacelo novaeguineae","Coraciiformes","Alcedinidae","TERRESTRIAL|FRESHWATER","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Numida meleagris (Linnaeus, 1758)","urn:lsid:biodiversity.org.au:afd.taxon:31b5ad7f-15e5-41a5-b969-d7f7d4235136","Numida meleagris","Numididae",,"Numida meleagris (Linnaeus, 1758)","64870","Numida meleagris","Galliformes","Numididae","TERRESTRIAL|FRESHWATER","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Parachromis managuensis (Günther, 1867)",,,,,"Parachromis managuensis (Günther, 1867)","69310","Parachromis managuensis","Perciformes","Cichlidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Pelmatolapia mariae (Boulenger, 1899)","urn:lsid:biodiversity.org.au:afd.taxon:404bb375-1a85-4bcf-8433-be788234d0a3","Pelmatolapia mariae","Cichlidae",,"Tilapia mariae Boulenger, 1899","95583","Pelmatolapia mariae","Perciformes","Cichlidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Salmo trutta Linnaeus, 1758","urn:lsid:biodiversity.org.au:afd.taxon:114a5f4c-8c25-4f8f-ba3b-1fe54baa8f99","Salmo trutta","Salmonidae",,"Salmo trutta Linnaeus, 1758","84179","Salmo trutta","Salmoniformes","Salmonidae","FRESHWATER|BRACKISH|MARINE","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Alauda arvensis Linnaeus, 1758","urn:lsid:biodiversity.org.au:afd.taxon:d8b6fd0b-433a-40c4-a647-da94e3912b74","Alauda arvensis","Alaudidae",,"Alauda arvensis Linnaeus, 1758","4582","Alauda arvensis","Passeriformes","Alaudidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Schizoporella errata (Waters, 1878)","urn:lsid:biodiversity.org.au:afd.taxon:ae3a3708-b739-44f2-93e4-c3ce1711b3b2","Schizoporella errata","Schizoporellidae",,"Schizoporella errata (Waters, 1878)","85601","Schizoporella errata","Cheilostomatida","Schizoporellidae","MARINE","Gymnolaemata","AUS","FALSE","Australia","AU","Bryozoa","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Hydroides dirampha Mörch, 1863","urn:lsid:biodiversity.org.au:afd.taxon:8cc8a165-ffb0-4d8d-ba89-84687b0413fc","Hydroides dirampha","Serpulidae",,"Hydroides dirampha Mörch, 1863","48406","Hydroides dirampha","Sabellida","Serpulidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Hydroides elegans (Haswell, 1883)","urn:lsid:biodiversity.org.au:afd.taxon:2705ce0f-b229-4084-976a-3316e69b268f","Hydroides elegans","Serpulidae",,"Hydroides elegans (Haswell, 1883)","48410","Hydroides elegans","Sabellida","Serpulidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Perca fluviatilis Linnaeus, 1758","urn:lsid:biodiversity.org.au:afd.taxon:5f3d9b24-1769-4705-b8a7-65391979fd27","Perca fluviatilis","Percidae",,"Perca fluviatilis Linnaeus, 1758","71363","Perca fluviatilis","Perciformes","Percidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Xiphophorus hellerii Heckel, 1848","urn:lsid:biodiversity.org.au:afd.taxon:b8cdeb3a-dfd8-4360-b189-ee4bea9e53fe","Xiphophorus hellerii","Poeciliidae",,"Xiphophorus hellerii Heckel, 1848","101462","Xiphophorus hellerii","Cyprinodontiformes","Poeciliidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Sabella spallanzanii (Gmelin, 1791)","urn:lsid:biodiversity.org.au:afd.taxon:a0a7fd95-2590-4f44-a231-8f16db7664e3","Sabella spallanzanii","Sabellidae",,"Sabella spallanzanii (Gmelin, 1791)","83709","Sabella spallanzanii","Sabellida","Sabellidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Arbopercula bengalensis (Stoliczka, 1869)","20311007","Arbopercula bengalensis","Electridae",,"Arbopercula bengalensis (Stoliczka, 1869)","10199","Arbopercula bengalensis","Cheilostomatida","Electridae","MARINE","Gymnolaemata","AUS","FALSE","Australia","AU","Bryozoa","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Conopeum seurati (Canu, 1928)","NZOR-6-22240","Conopeum seurati","Membraniporidae",,"Conopeum seurati (Canu, 1928)","26414","Conopeum seurati","Cheilostomatida","Electridae","MARINE","Gymnolaemata","AUS","FALSE","Australia","AU","Bryozoa","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Anas superciliosa X platyrhynchos",,,,,"Anas superciliosa X platyrhynchos","8202","Anas superciliosa X platyrhynchos","Anseriformes","Anatidae","TERRESTRIAL|FRESHWATER","Aves","AUS","TRUE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Petrolisthes elongatus Milne-Edwards, 1837","urn:lsid:biodiversity.org.au:afd.taxon:db54bbbc-53f1-45b5-8c96-ec81f18c5b78","Petrolisthes elongatus","Porcellanidae",,"Petrolisthes elongatus Milne-Edwards, 1837","71932","Petrolisthes elongatus","Decapoda","Porcellanidae","MARINE","Malacostraca","AUS","FALSE","Australia","AU","Arthropoda","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Mirafra javanica Horsfield, 1821","urn:lsid:biodiversity.org.au:afd.taxon:d20ce3c2-6b36-4dfc-905f-58a61566d8a5","Mirafra (Mirafra) javanica","Alaudidae",,"Mirafra javanica Horsfield, 1821","61630","Mirafra javanica","Passeriformes","Alaudidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Pseudopolydora paucibranchiata (Okuda, 1937)","urn:lsid:biodiversity.org.au:afd.taxon:f4c2fd1b-be57-40f1-a65b-97440b9cd03f","Pseudopolydora paucibranchiata","Spionidae",,"Pseudopolydora paucibranchiata (Okuda, 1937)","78861","Pseudopolydora paucibranchiata","Spionida","Spionidae","FRESHWATER|MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Pheidole megacephala (Fabricius, 1793)","urn:lsid:biodiversity.org.au:afd.taxon:195e9b1a-84e5-44e3-86bc-5e783b2ba250","Pheidole megacephala","Formicidae",,"Pheidole megacephala (Fabricius, 1793)","72521","Pheidole megacephala","Hymenoptera","Formicidae","TERRESTRIAL","Insecta","AUS","FALSE","Australia","AU","Arthropoda","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Streptopelia chinensis (Scopoli, 1786)","urn:lsid:biodiversity.org.au:afd.taxon:b6b5dc8d-825d-444a-a78b-7ba51d032fa5","Streptopelia (Spilopelia) chinensis","Columbidae",,"Streptopelia chinensis (Scopoli, 1786)","92249","Streptopelia chinensis","Columbiformes","Columbidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Streptopelia senegalensis (Linnaeus, 1766)","urn:lsid:biodiversity.org.au:afd.taxon:af73b47b-e9a5-4d3e-a0b7-0706ae28ee24","Streptopelia (Spilopelia) senegalensis","Columbidae",,"Streptopelia senegalensis (Linnaeus, 1766)","92299","Streptopelia senegalensis","Columbiformes","Columbidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Oreochromis mossambicus (Peters, 1852)","urn:lsid:biodiversity.org.au:afd.taxon:913059fd-9ea1-4e9f-a8d7-8c70cc77521e","Oreochromis mossambicus","Cichlidae",,"Oreochromis mossambicus (Peters, 1852)","67040","Oreochromis mossambicus","Perciformes","Cichlidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Astatotilapia burtoni (Günther, 1894)","urn:lsid:biodiversity.org.au:afd.taxon:b8dbed99-de9d-40f7-8d4e-570b62589b10","Astatotilapia burtoni","Cichlidae",,"Astatotilapia burtoni (Günther, 1894)","11832","Astatotilapia burtoni","Perciformes","Cichlidae","FRESHWATER","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Gambusia holbrooki Girard, 1859","urn:lsid:biodiversity.org.au:afd.taxon:e96c4568-a10f-4ea9-a741-a551b1f22bc1","Gambusia holbrooki","Poeciliidae",,"Gambusia holbrooki Girard, 1859","43306","Gambusia holbrooki","Cyprinodontiformes","Poeciliidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Ciona intestinalis (Linnaeus, 1767)","urn:lsid:biodiversity.org.au:afd.taxon:5b68ba12-0183-4ed6-806d-66958899a348","Ciona intestinalis","Cionidae",,"Ciona intestinalis (Linnaeus, 1767)","24437","Ciona intestinalis","Phlebobranchia","Cionidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Notomegabalanus algicola Pilsbry, 1916","urn:lsid:biodiversity.org.au:afd.taxon:38b6dedb-76ff-4a1a-8120-78141d0ed226","Notomegabalanus algicola","Balanidae",,"Notomegabalanus algicola Pilsbry, 1916","64810","Notomegabalanus algicola","Sessilia","Balanidae","MARINE","Maxillopoda","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Dipolydora socialis (Schmarda, 1861)","urn:lsid:biodiversity.org.au:afd.taxon:e2c97a34-091b-4458-87ec-8bed84978cb9","Dipolydora socialis","Spionidae",,"Dipolydora socialis (Schmarda, 1861)","34609","Dipolydora socialis","Spionida","Spionidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Linepithema humile (Mayr, 1868)","urn:lsid:biodiversity.org.au:afd.taxon:9bcc63e8-cd5c-488a-8d11-56764f578119","Linepithema humile","Formicidae",,"Linepithema humile (Mayr, 1868)","55706","Linepithema humile","Hymenoptera","Formicidae","TERRESTRIAL","Insecta","AUS","FALSE","Australia","AU","Arthropoda","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Caprella scaura Templeton, 1836","urn:lsid:biodiversity.org.au:afd.taxon:2b6e5ed3-fe47-4029-b55a-e378270656c2","Caprella scaura","Caprellidae",,"Caprella scaura Templeton, 1836","18921","Caprella scaura","Amphipoda","Caprellidae","MARINE","Malacostraca","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Pseudopolydora kempi (Southern, 1921)","urn:lsid:biodiversity.org.au:afd.taxon:21a04ff8-88ef-4092-88e4-93469b5de8cc","Pseudopolydora kempi","Spionidae",,"Pseudopolydora kempi (Southern, 1921)","78858","Pseudopolydora kempi","Spionida","Spionidae","FRESHWATER|MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Hemichromis bimaculatus Gill, 1862","urn:lsid:biodiversity.org.au:afd.taxon:c48c35ba-48c2-4901-9bc3-76a5bf152d4a","Hemichromis bimaculatus","Cichlidae",,"Hemichromis bimaculatus Gill, 1862","46663","Hemichromis bimaculatus","Perciformes","Cichlidae","FRESHWATER|BRACKISH","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Amatitlania nigrofasciata (Günther, 1867)","urn:lsid:biodiversity.org.au:afd.taxon:e6c586b7-0021-4adb-90cc-2e8151f3f1c1","Amatitlania nigrofasciata","Cichlidae",,"Archocentrus nigrofasciatus (Günther, 1867)","10221","Amatitlania nigrofasciata","Perciformes","Cichlidae","FRESHWATER","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Acentrogobius pflaumii (Bleeker, 1853)","urn:lsid:biodiversity.org.au:afd.taxon:c2e7622b-7ee3-496e-b620-3ffe90c2e7df","Acentrogobius pflaumii","Gobiidae",,"Acentrogobius pflaumii (Bleeker, 1853)","2194","Acentrogobius pflaumii","Perciformes","Gobiidae","BRACKISH|MARINE","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Myxicola infundibulum (Montagu, 1808)","urn:lsid:biodiversity.org.au:afd.taxon:8ba96c16-df10-4c2b-a77a-2d802b797233","Myxicola infundibulum","Sabellidae",,"Myxicola infundibulum (Montagu, 1808)","63402","Myxicola infundibulum","Sabellida","Sabellidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Botrylloides violaceus Oka, 1927","35033004","Botrylloides violaceus","Styelidae",,"Botrylloides violaceus Oka, 1927","15241","Botrylloides violaceus","Stolidobranchia","Styelidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Vespula germanica (Fabricius, 1793)","urn:lsid:biodiversity.org.au:afd.taxon:182e9eae-5358-4261-8a17-b123c1200c8d","Vespula germanica","Vespidae",,"Vespula germanica (Fabricius, 1793)","99816","Vespula germanica","Hymenoptera","Vespidae","TERRESTRIAL","Insecta","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Alitta succinea (Leuckart, 1847)","urn:lsid:biodiversity.org.au:afd.taxon:0356cb21-e6ce-4d5a-a9e1-908b99792d09","Alitta succinea","Nereididae",,"Alitta succinea (Leuckart, 1847)","5097","Alitta succinea","Phyllodocida","Nereididae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Didemnum perlucidum Monniot F., 1983",,,,,"Didemnum perlucidum Monniot F., 1983","33743","Didemnum perlucidum","Aplousobranchia","Didemnidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Dipolydora flava (Claparède, 1870)","urn:lsid:biodiversity.org.au:afd.taxon:1fbaa58c-e11d-437d-920a-0c36ba5df647","Dipolydora flava","Spionidae",,"Dipolydora flava (Claparède, 1870)","34603","Dipolydora flava","Spionida","Spionidae","MARINE","Polychaeta","AUS","FALSE","Australia","AU","Annelida","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Ascidiella aspersa (Müller, 1776)","urn:lsid:biodiversity.org.au:afd.taxon:ce098b73-ac19-4545-ba38-cd5caeb796a9","Ascidiella aspersa","Ascidiidae",,"Ascidiella aspersa (Müller, 1776)","11430","Ascidiella aspersa","Phlebobranchia","Ascidiidae","MARINE","Ascidiacea","AUS","FALSE","Australia","AU","Chordata","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
"Salvelinus fontinalis (Mitchill, 1814)","urn:lsid:biodiversity.org.au:afd.taxon:29702ff2-7e25-4628-a2f9-0974d8cdf566","Salvelinus fontinalis","Salmonidae",,"Salvelinus fontinalis (Mitchill, 1814)","84311","Salvelinus fontinalis","Salmoniformes","Salmonidae","FRESHWATER|BRACKISH|MARINE","Actinopterygii","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Sphaeroma walkeri Stebbing, 1905","urn:lsid:biodiversity.org.au:afd.taxon:5986084e-29e9-48d9-af9a-911de3b89d36","Sphaeroma walkeri","Sphaeromatidae",,"Sphaeroma walkeri Stebbing, 1905","90992","Sphaeroma walkeri","Isopoda","Sphaeromatidae","BRACKISH","Malacostraca","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Lepas anserifera Linnaeus, 1767","urn:lsid:biodiversity.org.au:afd.taxon:432f965f-74e1-436f-961a-c34bf090ce34","Lepas (Anatifa) anserifera","Lepadidae",,"Lepas anserifera Linnaeus, 1767","53933","Lepas anserifera","Pedunculata","Lepadidae","MARINE","Maxillopoda","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Alectura lathami Gray, 1831","urn:lsid:biodiversity.org.au:afd.taxon:036fcf6e-6acc-4872-b5ce-e28904c50986","Alectura lathami","Megapodiidae",,"Alectura lathami Gray, 1831","4924","Alectura lathami","Galliformes","Megapodiidae","TERRESTRIAL","Aves","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Litoria dentata (Keferstein, 1868)","urn:lsid:biodiversity.org.au:afd.taxon:e098ff60-e0cc-4340-8852-dba186a06855","Litoria dentata","Hylidae",,"Litoria dentata (Keferstein, 1868)","56095","Litoria dentata","Anura","Hylidae","TERRESTRIAL|FRESHWATER","Amphibia","AUS","FALSE","Australia","AU","Chordata","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Vojmirophthalmus nacreus (Alcock, 1899)",,,,,"Podophthalmus nacreus Alcock, 1899","76073","Vojmirophthalmus nacreus","Decapoda","Portunidae","MARINE","Malacostraca","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","CRYPTOGENIC|UNCERTAIN","SPECIES","PRESENT"
"Cirolana harfordi (Lockington, 1877)","urn:lsid:biodiversity.org.au:afd.taxon:9c02735c-99ed-4516-9bb0-1e603d70a014","Cirolana harfordi","Cirolanidae",,"Cirolana harfordi (Lockington, 1877)","24461","Cirolana harfordi","Isopoda","Cirolanidae","MARINE","Malacostraca","AUS","FALSE","Australia","AU","Arthropoda","Animalia","NULL","ALIEN","SPECIES","PRESENT"
"Bombus terrestris (Linnaeus, 1758)","urn:lsid:biodiversity.org.au:afd.taxon:c4848004-a559-46bf-97e3-6e727ddc6d7e","Bombus terrestris","Apidae",,"Bombus terrestris (Linnaeus, 1758)","15006","Bombus terrestris","Hymenoptera","Apidae","TERRESTRIAL","Insecta","AUS","FALSE","Australia","AU","Arthropoda","Animalia","INVASIVE","ALIEN","SPECIES","PRESENT"
