recordID,scientificName,taxonConceptID,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,dataResourceName,country,stateProvince,year,geometry
bb09993e-fc97-43cc-85cc-93c74f998de3,Uredo rangelii,ALA_DR22913_238,-32.149396,151.511439,2012-12-18T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.511439, -32.149396)"
bd6d4c9b-4e5e-4345-af6e-0fdd8dbc5196,Uredo rangelii,ALA_DR22913_238,-31.898937,151.771257,2012-10-30T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.771257, -31.898937)"
c11b1b02-d15f-4314-b66c-0271f860ebf5,Austropuccinia psidii,NZOR-6-102802,-38.028063,145.337457,2012-03-14T22:54:00Z,PRESENT,iNaturalist Australia,Australia,Victoria,2012,"c(145.337457, -38.028063)"
c2a02caf-0aef-40e9-a898-21ec974b4b93,Uredo rangelii,ALA_DR22913_238,-31.801358,151.795181,2012-06-05T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.795181, -31.801358)"
c7df67da-c789-4c63-8540-4297a5450388,Uredo rangelii,ALA_DR22913_238,-33.048749,151.056596,2012-05-01T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.056596, -33.048749)"
d1ae6e83-c360-486d-ac32-8dbce55e9255,Uredo rangelii,ALA_DR22913_238,-31.637833,152.613227,2012-09-27T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(152.613227, -31.637833)"
d87ea99e-df0a-49be-bb91-db2e00f5e0de,Uredo rangelii,ALA_DR22913_238,-31.66909,152.734687,2012-12-13T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(152.734687, -31.66909)"
da8da931-8a6f-426f-ba1d-f84d07883d69,Uredo rangelii,ALA_DR22913_238,-30.822746,152.916365,2012-03-16T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(152.916365, -30.822746)"
df8332c8-9007-4587-bd96-8712d1f3f427,Uredo rangelii,ALA_DR22913_238,-34.180747,151.01885,2012-02-15T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.01885, -34.180747)"
e8077dc7-e2b6-4f92-afe7-034d49866132,Uredo rangelii,ALA_DR22913_238,-31.711556,152.691283,2012-02-24T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(152.691283, -31.711556)"
edbaadc6-aadc-4eb2-8469-3904c590f928,Uredo rangelii,ALA_DR22913_238,-31.911136,151.79317699999999,2012-10-18T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.793177, -31.911136)"
f01db6d5-5977-481b-abdb-e392b7bc523c,Uredo rangelii,ALA_DR22913_238,-31.90803,151.787211,2012-10-17T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.787211, -31.90803)"
f3e99d08-0d6e-4cc1-8550-ee3067d28eae,Uredo rangelii,ALA_DR22913_238,-31.899311,151.773589,2012-10-15T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(151.773589, -31.899311)"
f42d8904-9bbf-4535-a904-cf5890dbea22,Austropuccinia psidii,NZOR-6-102802,-27.549755,152.509408,2012-12-16T05:33:00Z,PRESENT,iNaturalist Australia,Australia,Queensland,2012,"c(152.509408, -27.549755)"
f53d421d-5a4a-4f08-b07f-24ea36bc33a2,Uredo rangelii,ALA_DR22913_238,-29.694144,152.946693,2012-04-29T00:00:00Z,PRESENT,NSW BioNet Atlas,Australia,New South Wales,2012,"c(152.946693, -29.694144)"
